	locus_tag	ftype	length_bp	gene	EC_number	COG	product	COG_category_ID	COG_name	COG_Gene	COG_pathway	PubMed_ID	PDB_ID	Hexadecimal	COG_category_desc
1233	FGCHFFMF_01187	CDS	1188	citZ	2.3.3.16	COG0372	Citrate synthase 2	C	Citrate synthase	GltA	TCA cycle	25211225	3TQG	BCFCFC	Energy production and conversion
1234	FGCHFFMF_01188	CDS	1851				hypothetical protein								
1235	FGCHFFMF_01189	CDS	396				hypothetical protein								
1236	FGCHFFMF_01190	tRNA	87				tRNA-Leu(caa)								
1237	FGCHFFMF_01191	CDS	2259	bepA_3	3.4.-.-		Beta-barrel assembly-enhancing protease								
1238	FGCHFFMF_01192	CDS	819				hypothetical protein								
1239	FGCHFFMF_01193	CDS	957				hypothetical protein								
1240	FGCHFFMF_01194	CDS	1074				hypothetical protein								
1241	FGCHFFMF_01195	CDS	1644	sir	1.8.7.1		Sulfite reductase [ferredoxin]								
1242	FGCHFFMF_01196	CDS	714	cysH	1.8.4.10		Thioredoxin-dependent 5'-adenylylsulfate reductase								
1243	FGCHFFMF_01197	CDS	1071	cysA_2	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA	P	ABC-type sulfate/molybdate transport systems, ATPase component	CysA				CCCCFC	Inorganic ion transport and metabolism
1244	FGCHFFMF_01198	CDS	864	cysW		COG4208	Sulfate transport system permease protein CysW	P	ABC-type sulfate transport system, permease component	CysW				CCCCFC	Inorganic ion transport and metabolism
1245	FGCHFFMF_01199	CDS	831	cysT		COG0555	Sulfate transport system permease protein CysT	P	ABC-type sulfate transport system, permease component	CysU			3D31	CCCCFC	Inorganic ion transport and metabolism
1246	FGCHFFMF_01200	CDS	993	sbp		COG1613	Sulfate-binding protein	P	ABC-type sulfate transport system, periplasmic component	Sbp			5UM2	CCCCFC	Inorganic ion transport and metabolism
1247	FGCHFFMF_01201	CDS	402				hypothetical protein								
1248	FGCHFFMF_01202	CDS	180				hypothetical protein								
1249	FGCHFFMF_01203	CDS	213				hypothetical protein								
1250	FGCHFFMF_01204	CDS	1233		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase	E	O-acetylhomoserine/O-acetylserine sulfhydrylase, pyridoxal phosphate-dependent	MET17	Methionine biosynthesis		2CTZ	DCFCFC	Amino acid transport and metabolism
1251	FGCHFFMF_01205	CDS	819	ttuC	2.7.7.80	COG0476	Sulfur carrier protein adenylyltransferase	H	Molybdopterin or thiamine biosynthesis adenylyltransferase	ThiF	Molybdopterin biosynthesis	32239579	1ZUD	DCDCFC	Coenzyme transport and metabolism
1252	FGCHFFMF_01206	CDS	399	mec	3.13.1.6	COG1310	CysO-cysteine peptidase	O	Proteasome lid subunit RPN8/RPN11, contains Jab1/MPN domain metalloenzyme (JAMM) motif	Rri1			2O95	9CFCAC	Posttranslational modification, protein turnover, chaperones
1253	FGCHFFMF_01207	CDS	2355				hypothetical protein								
1254	FGCHFFMF_01208	CDS	882	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2	H	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme	CysD	Cysteine biosynthesis		1ZUN	DCDCFC	Coenzyme transport and metabolism
1255	FGCHFFMF_01208	CDS	882	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2	E	3'-phosphoadenosine 5'-phosphosulfate sulfotransferase (PAPS reductase)/FAD synthetase or related enzyme	CysD	Cysteine biosynthesis		1ZUN	DCFCFC	Amino acid transport and metabolism
1256	FGCHFFMF_01209	CDS	1818	cysNC		COG0529	Bifunctional enzyme CysN/CysC	P	Adenylylsulfate kinase or related kinase	CysC	Cysteine biosynthesis		2GKS	CCCCFC	Inorganic ion transport and metabolism
1257	FGCHFFMF_01210	CDS	423				hypothetical protein								
1258	FGCHFFMF_01211	CDS	1344	tolC			Outer membrane protein TolC								
1259	FGCHFFMF_01212	CDS	1569	emrB_1			Multidrug export protein EmrB								
1260	FGCHFFMF_01213	CDS	864	emrK		COG1566	putative multidrug resistance protein EmrK	V	Multidrug resistance efflux pump EmrA	EmrA			4TKO	FCFCBC	Defense mechanisms
1261	FGCHFFMF_01214	CDS	285				hypothetical protein								
1262	FGCHFFMF_01215	CDS	777				hypothetical protein								
1263	FGCHFFMF_01216	CDS	483	slyA			Transcriptional regulator SlyA								
1264	FGCHFFMF_01217	CDS	1302				hypothetical protein								
1265	FGCHFFMF_01218	CDS	843	emrA			Colistin resistance protein EmrA								
1266	FGCHFFMF_01219	CDS	1557	emrB_2			Multidrug export protein EmrB								
1267	FGCHFFMF_01220	CDS	714	phoC	3.1.3.2		Major phosphate-irrepressible acid phosphatase								
1268	FGCHFFMF_01221	CDS	1341	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA	P	H+/Cl- antiporter ClcA	ClcA			1KPK	CCCCFC	Inorganic ion transport and metabolism
1269	FGCHFFMF_01222	CDS	582	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD	R	Nicotinamidase-related amidase	PncA	Pyrimidine degradation		1ILW	E0E0E0	General function prediction only
1270	FGCHFFMF_01222	CDS	582	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD	H	Nicotinamidase-related amidase	PncA	Pyrimidine degradation		1ILW	DCDCFC	Coenzyme transport and metabolism
1271	FGCHFFMF_01223	CDS	1308	dapL_1	2.6.1.83		LL-diaminopimelate aminotransferase								
1272	FGCHFFMF_01224	CDS	2352	btuB_2			Vitamin B12 transporter BtuB								
1273	FGCHFFMF_01225	CDS	960	srpG	2.5.1.47	COG0031	Cysteine synthase	E	Cysteine synthase	CysK	Cysteine biosynthesis		1FCJ	DCFCFC	Amino acid transport and metabolism
1274	FGCHFFMF_01226	CDS	1650	cdr	1.8.1.14		Coenzyme A disulfide reductase								
1275	FGCHFFMF_01227	CDS	306				hypothetical protein								
1276	FGCHFFMF_01228	CDS	579	sigW_2		COG1595	ECF RNA polymerase sigma factor SigW	K	DNA-directed RNA polymerase specialized sigma subunit, sigma24 family	RpoE	RNA polymerase		2Q1Z	FCDCEC	Transcription
1277	FGCHFFMF_01229	CDS	393	glpE_2	2.8.1.1		Thiosulfate sulfurtransferase GlpE								
1278	FGCHFFMF_01230	CDS	360				hypothetical protein								
1279	FGCHFFMF_01231	CDS	2289	silP	7.2.2.15		Silver exporting P-type ATPase								
1280	FGCHFFMF_01232	CDS	363				hypothetical protein								
1281	FGCHFFMF_01233	CDS	885	catE	1.13.11.2	COG2514	Catechol-2,3-dioxygenase	Q	Catechol-2,3-dioxygenase	CatE				BCCCFC	Secondary metabolites biosynthesis, transport and catabolism
1282	FGCHFFMF_01234	CDS	654				hypothetical protein								
1283	FGCHFFMF_01235	CDS	744				hypothetical protein								
1284	FGCHFFMF_01236	CDS	594				hypothetical protein								
1285	FGCHFFMF_01237	CDS	1074	ce2C	3.1.1.-		Acetylxylan esterase / glucomannan deacetylase								
1286	FGCHFFMF_01238	CDS	930	esiB_2			Secretory immunoglobulin A-binding protein EsiB								
1287	FGCHFFMF_01239	CDS	711				hypothetical protein								
1288	FGCHFFMF_01240	CDS	2187				hypothetical protein								
1289	FGCHFFMF_01241	CDS	1827	rhaR_1			HTH-type transcriptional activator RhaR								
1290	FGCHFFMF_01242	CDS	960				hypothetical protein								
1291	FGCHFFMF_01243	CDS	663				hypothetical protein								
1292	FGCHFFMF_01244	CDS	939				hypothetical protein								
1293	FGCHFFMF_01245	CDS	2286				hypothetical protein								
1294	FGCHFFMF_01246	CDS	492				hypothetical protein								
1295	FGCHFFMF_01247	CDS	1464				hypothetical protein								
1296	FGCHFFMF_01248	CDS	1023				hypothetical protein								
1297	FGCHFFMF_01249	CDS	195				hypothetical protein								
1298	FGCHFFMF_01250	CDS	1050				hypothetical protein								
1299	FGCHFFMF_01251	CDS	1305	dadA	1.4.99.-		D-amino acid dehydrogenase								
1300	FGCHFFMF_01252	CDS	756	rgtE	2.4.1.-	COG0463	Dodecaprenyl-phosphate galacturonate synthase	M	Glycosyltransferase involved in cell wall bisynthesis	WcaA			5MLZ	ECFCAC	Cell wall/membrane/envelope biogenesis
1301	FGCHFFMF_01253	CDS	945				hypothetical protein								
1302	FGCHFFMF_01254	CDS	1737		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein	V	ABC-type multidrug transport system, ATPase and permease component	MdlB			2HYD	FCFCBC	Defense mechanisms
1303	FGCHFFMF_01255	CDS	639	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase	E	Histidinol phosphatase/D-glycero-mannoheptose bisphosphatephosphatase, HAD superfamily	HisB1/GmhB	Histidine biosynthesis	20050615;20050614	2GMW	DCFCFC	Amino acid transport and metabolism
1304	FGCHFFMF_01256	CDS	1005	hldE_1		COG2870	Bifunctional protein HldE	M	ADP-heptose synthase, bifunctional sugar kinase/adenylyltransferase	RfaE			5X9Q	ECFCAC	Cell wall/membrane/envelope biogenesis
1305	FGCHFFMF_01257	CDS	858	yajO_2	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO	H	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family	PdxI		32253339	1LQA	DCDCFC	Coenzyme transport and metabolism
1306	FGCHFFMF_01257	CDS	858	yajO_2	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO	R	Pyridoxal reductase PdxI or related oxidoreductase, aldo/keto reductase family	PdxI		32253339	1LQA	E0E0E0	General function prediction only
1307	FGCHFFMF_01258	CDS	489		2.7.7.70	COG2870	D-beta-D-heptose 1-phosphate adenylyltransferase	M	ADP-heptose synthase, bifunctional sugar kinase/adenylyltransferase	RfaE			5X9Q	ECFCAC	Cell wall/membrane/envelope biogenesis
1308	FGCHFFMF_01259	CDS	990	rfaF_1	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2	M	ADP-heptose:LPS heptosyltransferase	RfaF			1PSW	ECFCAC	Cell wall/membrane/envelope biogenesis
1309	FGCHFFMF_01260	CDS	903				hypothetical protein								
1310	FGCHFFMF_01261	CDS	600	gmk	2.7.4.8	COG0194	Guanylate kinase	F	Guanylate kinase	Gmk			1EX6	DCECFC	Nucleotide transport and metabolism
1311	FGCHFFMF_01262	CDS	201				hypothetical protein								
1312	FGCHFFMF_01263	CDS	1212	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC	H	Phosphopantothenoylcysteine synthetase/decarboxylase CoaBC	CoaBC	Pantothenate/CoA biosynthesis		3QJG	DCDCFC	Coenzyme transport and metabolism
1313	FGCHFFMF_01264	CDS	774				hypothetical protein								
1314	FGCHFFMF_01265	CDS	2217	priA	3.6.4.-	COG1198	Primosomal protein N'	L	Primosomal protein N' (replication factor Y) - superfamily II helicase	PriA			6DCR	FCDCDC	Replication, recombination and repair
1315	FGCHFFMF_01266	CDS	546	def	3.5.1.88	COG0242	Peptide deformylase	J	Peptide deformylase	Def			1BS4	FCCCFC	Translation, ribosomal structure and biogenesis
1316	FGCHFFMF_01267	CDS	951	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase	J	Methionyl-tRNA formyltransferase	Fmt			1FMT	FCCCFC	Translation, ribosomal structure and biogenesis
1317	FGCHFFMF_01268	CDS	408				hypothetical protein								
1318	FGCHFFMF_01269	CDS	390				hypothetical protein								
1319	FGCHFFMF_01270	CDS	879	htpX_2	3.4.24.-	COG0501	Protease HtpX 	O	Zn-dependent protease with chaperone function	HtpX			2YPT	9CFCAC	Posttranslational modification, protein turnover, chaperones
1320	FGCHFFMF_01271	CDS	1422	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B	J	16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family	RsmB	16S rRNA modification		2FRX	FCCCFC	Translation, ribosomal structure and biogenesis
1321	FGCHFFMF_01272	CDS	852				hypothetical protein								
1322	FGCHFFMF_01273	CDS	933				hypothetical protein								
1323	FGCHFFMF_01274	CDS	1131				hypothetical protein								
1324	FGCHFFMF_01275	CDS	216				hypothetical protein								
1325	FGCHFFMF_01276	CDS	807	mazG	3.6.1.1	COG1694	Nucleoside triphosphate pyrophosphohydrolase/pyrophosphatase MazG	V	NTP pyrophosphatase, house-cleaning of non-canonical NTPs	MazG			1VMG	FCFCBC	Defense mechanisms
1326	FGCHFFMF_01277	CDS	798				hypothetical protein								
1327	FGCHFFMF_01278	CDS	693	fklB	5.2.1.8	COG0545	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	O	FKBP-type peptidyl-prolyl cis-trans isomerase	FkpA			1A7X	9CFCAC	Posttranslational modification, protein turnover, chaperones
1328	FGCHFFMF_01279	tRNA	74				tRNA-Gln(ctg)								
1329	FGCHFFMF_01280	CDS	486				hypothetical protein								
1330	FGCHFFMF_01281	CDS	180				hypothetical protein								
1331	FGCHFFMF_01282	CDS	402				hypothetical protein								
1332	FGCHFFMF_01283	CDS	468	hycG		COG3260	Formate hydrogenlyase subunit 7	C	Ni,Fe-hydrogenase III small subunit	HycG			6CFW	BCFCFC	Energy production and conversion
1333	FGCHFFMF_01284	CDS	876	ndhA	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 1, chloroplastic								
1334	FGCHFFMF_01285	CDS	1935	ndhB_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic								
1335	FGCHFFMF_01286	CDS	1302	rhlE_2	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE	L	Superfamily II DNA and RNA helicase	SrmB			3RRM	FCDCDC	Replication, recombination and repair
1336	FGCHFFMF_01287	CDS	759	cysG_2		COG0007	Siroheme synthase	H	Uroporphyrinogen-III methylase (siroheme synthase)	CysG	Cobalamine/B12 biosynthesis		1PJQ	DCDCFC	Coenzyme transport and metabolism
1337	FGCHFFMF_01288	CDS	1443	ndhB_2	7.1.1.-	COG1007	NAD(P)H-quinone oxidoreductase subunit 2	C	NADH:ubiquinone oxidoreductase subunit 2 (chain N)	NuoN	NADH dehydrogenase		4HE8	BCFCFC	Energy production and conversion
1338	FGCHFFMF_01289	CDS	1497	ndhD1	7.1.1.-	COG1008	NAD(P)H-quinone oxidoreductase chain 4 1	C	NADH:ubiquinone oxidoreductase subunit 4 (chain M)	NuoM	NADH dehydrogenase		6HUM	BCFCFC	Energy production and conversion
1339	FGCHFFMF_01290	CDS	2076	ndhB_3	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic								
1340	FGCHFFMF_01291	CDS	321	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K	C	NADH:ubiquinone oxidoreductase subunit 11 or 4L (chain K)	NuoK	NADH dehydrogenase		4HE8	BCFCFC	Energy production and conversion
1341	FGCHFFMF_01292	CDS	501				hypothetical protein								
1342	FGCHFFMF_01293	CDS	522	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I	C	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)	NuoI	NADH dehydrogenase		1B0P	BCFCFC	Energy production and conversion
1343	FGCHFFMF_01294	CDS	1128	nuoH_1	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H	C	NADH:ubiquinone oxidoreductase subunit 1 (chain H)	NuoH	NADH dehydrogenase		6HUM	BCFCFC	Energy production and conversion
1344	FGCHFFMF_01295	CDS	1140	nqo4_1	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit 4	C	NADH:ubiquinone oxidoreductase 49 kD subunit (chain D)	NuoD	NADH dehydrogenase		2FUG	BCFCFC	Energy production and conversion
1345	FGCHFFMF_01296	CDS	453	ndhJ_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J, chloroplastic								
1346	FGCHFFMF_01297	CDS	546	nqo6_1	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit 6	C	NADH:ubiquinone oxidoreductase 20 kD subunit (chain B) or related Fe-S oxidoreductase	NuoB	NADH dehydrogenase	25941396	2FUG	BCFCFC	Energy production and conversion
1347	FGCHFFMF_01298	CDS	366	ndhC_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic								
1348	FGCHFFMF_01299	CDS	1041	sdsA	2.5.1.84		All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)								
1349	FGCHFFMF_01300	CDS	234				hypothetical protein								
1350	FGCHFFMF_01301	CDS	846	folD		COG0190	Bifunctional protein FolD protein	H	5,10-methylene-tetrahydrofolate dehydrogenase/Methenyl tetrahydrofolate cyclohydrolase	FolD			1A4I	DCDCFC	Coenzyme transport and metabolism
1351	FGCHFFMF_01302	CDS	2163				hypothetical protein								
1352	FGCHFFMF_01303	CDS	3864	polC	2.7.7.7		DNA polymerase III PolC-type								
1353	FGCHFFMF_01304	CDS	1056				hypothetical protein								
1354	FGCHFFMF_01305	CDS	633	nth	4.2.99.18	COG0177	Endonuclease III	L	Endonuclease III	Nth			4UOB	FCDCDC	Replication, recombination and repair
1355	FGCHFFMF_01306	CDS	441				hypothetical protein								
1356	FGCHFFMF_01307	CDS	1290				hypothetical protein								
1357	FGCHFFMF_01308	CDS	1020				hypothetical protein								
1358	FGCHFFMF_01309	CDS	3744				hypothetical protein								
1359	FGCHFFMF_01310	CDS	324	trxA_2		COG0526	Thioredoxin	O	Thiol-disulfide isomerase or thioredoxin	TrxA			1XFL	9CFCAC	Posttranslational modification, protein turnover, chaperones
1360	FGCHFFMF_01311	CDS	753	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG								
1361	FGCHFFMF_01312	CDS	1164	fabF_3	2.3.1.179		3-oxoacyl-[acyl-carrier-protein] synthase 2								
1362	FGCHFFMF_01313	CDS	1173	bioF	2.3.1.47		8-amino-7-oxononanoate synthase								
1363	FGCHFFMF_01314	CDS	684	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1	H	Dethiobiotin synthetase	BioD	Biotin biosynthesis		1DTS	DCDCFC	Coenzyme transport and metabolism
1364	FGCHFFMF_01315	CDS	2160				hypothetical protein								
1365	FGCHFFMF_01316	CDS	900				hypothetical protein								
1366	FGCHFFMF_01317	CDS	471	greA		COG0782	Transcription elongation factor GreA	K	Transcription elongation factor, GreA/GreB family	GreA			1GRJ	FCDCEC	Transcription
1367	FGCHFFMF_01318	CDS	732				hypothetical protein								
1368	FGCHFFMF_01319	CDS	2571	leuS	6.1.1.4		Leucine--tRNA ligase								
1369	FGCHFFMF_01320	CDS	597				hypothetical protein								
1370	FGCHFFMF_01321	CDS	948				hypothetical protein								
1371	FGCHFFMF_01322	CDS	255				hypothetical protein								
1372	FGCHFFMF_01323	CDS	972				hypothetical protein								
1373	FGCHFFMF_01324	CDS	1020				hypothetical protein								
1374	FGCHFFMF_01325	CDS	729	phnF		COG2188	putative transcriptional regulator PhnF	K	DNA-binding transcriptional regulator, GntR family	MngR			2WV0	FCDCEC	Transcription
1375	FGCHFFMF_01326	CDS	888	ptxB			putative phosphite transport system-binding protein PtxB								
1376	FGCHFFMF_01327	CDS	780	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC	P	ABC-type phosphate/phosphonate transport system, ATPase component	PhnC				CCCCFC	Inorganic ion transport and metabolism
1377	FGCHFFMF_01328	CDS	813				hypothetical protein								
1378	FGCHFFMF_01329	CDS	810	phnE		COG3639	Phosphate-import permease protein PhnE	P	ABC-type phosphate/phosphonate transport system, permease component	PhnE				CCCCFC	Inorganic ion transport and metabolism
1379	FGCHFFMF_01330	CDS	471				hypothetical protein								
1380	FGCHFFMF_01331	CDS	564				hypothetical protein								
1381	FGCHFFMF_01332	CDS	1116	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI	P	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI	PhnI				CCCCFC	Inorganic ion transport and metabolism
1382	FGCHFFMF_01333	CDS	882	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase	P	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase PhnJ	PhnJ			4XB6	CCCCFC	Inorganic ion transport and metabolism
1383	FGCHFFMF_01334	CDS	252				hypothetical protein								
1384	FGCHFFMF_01335	CDS	690	atpB_1		COG0356	ATP synthase subunit a	C	FoF1-type ATP synthase, membrane subunit a	AtpB	FoF1-type ATP synthase	22931285		BCFCFC	Energy production and conversion
1385	FGCHFFMF_01336	CDS	282	atpH_1			ATP synthase subunit c								
1386	FGCHFFMF_01337	CDS	804	atpF_1			ATP synthase subunit b								
1387	FGCHFFMF_01338	CDS	1581	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha	C	FoF1-type ATP synthase, alpha subunit	AtpA	FoF1-type ATP synthase		3OAA	BCFCFC	Energy production and conversion
1388	FGCHFFMF_01339	CDS	885	atpG		COG0224	ATP synthase gamma chain	C	FoF1-type ATP synthase, gamma subunit	AtpG	FoF1-type ATP synthase	15326535	3OAA	BCFCFC	Energy production and conversion
1389	FGCHFFMF_01340	CDS	798				hypothetical protein								
1390	FGCHFFMF_01341	CDS	924	qmcA		COG0330	Protein QmcA	O	Regulator of protease activity HflC, stomatin/prohibitin superfamily	HflC				9CFCAC	Posttranslational modification, protein turnover, chaperones
1391	FGCHFFMF_01342	CDS	177				hypothetical protein								
1392	FGCHFFMF_01343	CDS	1344	nplT	3.2.1.135		Neopullulanase								
1393	FGCHFFMF_01344	CDS	624	slmA			Nucleoid occlusion factor SlmA								
1394	FGCHFFMF_01345	CDS	534				hypothetical protein								
1395	FGCHFFMF_01346	CDS	564				hypothetical protein								
1396	FGCHFFMF_01347	CDS	657				hypothetical protein								
1397	FGCHFFMF_01348	CDS	990				hypothetical protein								
1398	FGCHFFMF_01349	CDS	993				hypothetical protein								
1399	FGCHFFMF_01350	CDS	972				hypothetical protein								
1400	FGCHFFMF_01351	CDS	2661				hypothetical protein								
1401	FGCHFFMF_01352	CDS	207	cspB_1		COG1278	Cold shock protein CspB	K	Cold shock protein, CspA family	CspC			1C9O	FCDCEC	Transcription
1402	FGCHFFMF_01353	CDS	621				hypothetical protein								
1403	FGCHFFMF_01354	CDS	450				hypothetical protein								
1404	FGCHFFMF_01355	CDS	543				hypothetical protein								
1405	FGCHFFMF_01356	CDS	1119	mrp		COG0489	Iron-sulfur cluster carrier protein	D	Fe-S cluster carrier ATPase, Mrp/ApbC/NBP35 family	Mrp		18616280;19114487;31709520	2PH1	FCFCDC	Cell cycle control, cell division, chromosome partitioning
