	seqname	contigLen	totalAvgDepth	29a45e09-e5c8-45c0-9213-0cc1e124c5aa.inter.fastq.sam.sorted.bam	29a45e09-e5c8-45c0-9213-0cc1e124c5aa.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
6295	NODE_6296_length_11006_cov_5.745503	11006	8.38946	8.38946	11.5889	bin.070	57.0							Bacteria?					
6297	NODE_6298_length_11006_cov_5.251027	11006	8.39158	8.39158	13.613	bin.070	57.0							Bacteria?					
6302	NODE_6303_length_11003_cov_4.612897	11003	7.22584	7.22584	9.93497	bin.070	59.0							Bacteria?					
6308	NODE_6309_length_10995_cov_6.883272	10995	9.41485	9.41485	12.1804	bin.070	58.0							Bacteria?					
6317	NODE_6318_length_10988_cov_4.290314	10988	6.61118	6.61118	8.28983	bin.070	58.0							Bacteria?					
6323	NODE_6324_length_10985_cov_5.443550	10985	8.55745	8.55745	10.1066	bin.070	58.0							Bacteria?					
6335	NODE_6336_length_10974_cov_3.429069	10974	5.5291	5.5291	6.1651	bin.070	53.0							Bacteria?					
6341	NODE_6342_length_10970_cov_4.831425	10970	7.46922	7.46922	7.35298	bin.070	56.0							Bacteria?					
6342	NODE_6343_length_10970_cov_3.671095	10970	5.80259	5.80259	6.18628	bin.070	60.0	bin.070	1.0	0.407	0.327	0.713	1.0	dsDNAphage	10966.0	3.0	36.4	0.0	|full
6347	NODE_6348_length_10965_cov_4.528964	10965	6.79658	6.79658	8.43577	bin.070	60.0							Bacteria?					
6354	NODE_6355_length_10961_cov_4.783605	10961	7.365	7.365	8.55886	bin.070	59.0							Bacteria?					
6359	NODE_6360_length_10953_cov_8.971096	10953	12.0196	12.0196	18.0497	bin.070	59.0							Bacteria?					
6362	NODE_6363_length_10949_cov_3.320176	10949	5.26002	5.26002	5.76137	bin.070	54.0							Bacteria?					
6364	NODE_6365_length_10947_cov_4.599890	10947	7.39622	7.39622	10.6617	bin.070	58.0							Bacteria?					
6365	NODE_6366_length_10946_cov_9.432743	10946	14.0369	14.0369	13.9792	bin.070	58.0							Bacteria?					
6389	NODE_6390_length_10929_cov_3.296947	10929	5.33797	5.33797	7.26981	bin.070	57.0							Bacteria?					
6395	NODE_6396_length_10918_cov_3.471969	10918	5.55665	5.55665	4.99815	bin.070	59.0	bin.070	0.893	0.007	0.04	0.02	0.893	dsDNAphage	10914.0	2.0	25.0	25.0	|full
6399	NODE_6400_length_10914_cov_6.553734	10914	10.3137	10.3137	12.6867	bin.070	57.0							Bacteria?					
6419	NODE_6420_length_10899_cov_4.452693	10899	6.99926	6.99926	6.72401	bin.070	56.0							Bacteria?					
6422	NODE_6423_length_10895_cov_5.126292	10895	7.63704	7.63704	8.54288	bin.070	58.0							Bacteria?					
6426	NODE_6427_length_10891_cov_4.385751	10891	6.73503	6.73503	9.24999	bin.070	60.0	bin.070	0.007	0.0	0.007	0.647	0.647	NCLDV	10889.0	0.0	22.2	0.0	|full
6434	NODE_6435_length_10878_cov_6.387046	10878	9.46337	9.46337	13.4146	bin.070	55.0							Bacteria?					
6438	NODE_6439_length_10873_cov_3.706877	10873	5.8617	5.8617	5.78994	bin.070	53.0							Bacteria?					
6463	NODE_6464_length_10850_cov_3.877536	10850	6.09888	6.09888	9.42769	bin.070	60.0							Bacteria?					
6466	NODE_6467_length_10849_cov_4.194830	10849	6.63127	6.63127	8.51317	bin.070	60.0							Bacteria?					
6469	NODE_6470_length_10848_cov_6.750394	10848	9.62498	9.62498	12.7183	bin.070	56.0							Bacteria?					
6473	NODE_6474_length_10847_cov_4.052632	10847	6.4232	6.4232	6.5603	bin.070	55.0							Bacteria?					
6477	NODE_6478_length_10845_cov_3.146710	10845	4.62964	4.62964	3.56088	bin.070	58.0							Bacteria?					
6480	NODE_6481_length_10842_cov_4.294892	10842	6.64375	6.64375	8.95356	bin.070	57.0							Bacteria?					
6482	NODE_6483_length_10839_cov_6.430174	10839	9.47254	9.47254	9.80987	bin.070	56.0							Bacteria?					
6486	NODE_6487_length_10838_cov_3.796810	10838	6.10629	6.10629	7.1867	bin.070	60.0	bin.070	1.0	0.04	0.04	0.393	1.0	dsDNAphage	10835.0	1.0	23.8	4.8	|full
6490	NODE_6491_length_10833_cov_5.278716	10833	8.24871	8.24871	11.0954	bin.070	56.0							Bacteria?					
6492	NODE_6493_length_10832_cov_4.266679	10832	6.5146	6.5146	6.28201	bin.070	55.0							Bacteria?					
6498	NODE_6499_length_10825_cov_9.343918	10825	12.1011	12.1011	18.8823	bin.070	58.0							Bacteria?					
6509	NODE_6510_length_10811_cov_3.923763	10811	6.10768	6.10768	6.7898	bin.070	58.0							Bacteria?					
6516	NODE_6517_length_10803_cov_4.220785	10803	6.64996	6.64996	5.84535	bin.070	56.0							Bacteria?					
6520	NODE_6521_length_10796_cov_4.188530	10796	6.13658	6.13658	8.28148	bin.070	58.0							Bacteria?					
6521	NODE_6522_length_10795_cov_6.450279	10795	8.46858	8.46858	16.0723	bin.070	57.0							Bacteria?					
6524	NODE_6525_length_10793_cov_4.569473	10793	7.22588	7.22588	5.55286	bin.070	59.0							Bacteria?					
6532	NODE_6533_length_10784_cov_5.540684	10784	7.3659	7.3659	17.4215	bin.070	58.0							Bacteria?					
6533	NODE_6534_length_10784_cov_4.624849	10784	7.40013	7.40013	11.9615	bin.070	61.0							Bacteria?					
6535	NODE_6536_length_10780_cov_4.324196	10780	6.59595	6.59595	8.80239	bin.070	58.0	bin.070	0.013	0.0	0.0	0.627	0.627	NCLDV	10776.0	0.0	25.0	0.0	|full
6538	NODE_6539_length_10774_cov_8.067264	10774	11.5857	11.5857	22.1262	bin.070	57.0							Bacteria?					
6541	NODE_6542_length_10770_cov_4.737004	10770	7.50254	7.50254	10.4307	bin.070	58.0							Bacteria?					
6551	NODE_6552_length_10764_cov_4.390980	10764	6.8046	6.8046	7.90683	bin.070	60.0							Bacteria?					
6555	NODE_6556_length_10759_cov_7.300822	10759	11.2114	11.2114	11.4612	bin.070	59.0							Bacteria?					
6558	NODE_6559_length_10750_cov_4.526227	10750	7.2216	7.2216	9.61732	bin.070	61.0							Bacteria?					
6559	NODE_6560_length_10749_cov_10.759678	10749	13.805	13.805	43.3446	bin.070	58.0							Bacteria?					
6560	NODE_6561_length_10749_cov_3.816439	10749	5.99594	5.99594	6.45848	bin.070	56.0							Bacteria?					
6564	NODE_6565_length_10742_cov_4.103771	10742	6.58034	6.58034	4.73222	bin.070	59.0							Bacteria?					
6565	NODE_6566_length_10741_cov_4.570279	10741	6.94495	6.94495	8.30355	bin.070	58.0							Bacteria?					
6573	NODE_6574_length_10736_cov_4.388447	10736	6.79445	6.79445	7.49673	bin.070	60.0							Bacteria?					
6576	NODE_6577_length_10734_cov_6.246090	10734	8.6558	8.6558	10.2699	bin.070	56.0							Bacteria?					
6590	NODE_6591_length_10721_cov_3.150197	10721	4.96367	4.96367	3.75872	bin.070	59.0							Bacteria?					
6593	NODE_6594_length_10717_cov_5.240855	10717	7.71193	7.71193	16.4549	bin.070	58.0							Bacteria?					
6608	NODE_6609_length_10702_cov_6.200056	10702	9.77464	9.77464	17.2324	bin.070	54.0	bin.070	0.447	0.02	0.52	0.793	0.793	NCLDV	10288.0	0.0	12.5	0.0	|full
6616	NODE_6617_length_10697_cov_5.744785	10697	8.96909	8.96909	11.9823	bin.070	59.0							Bacteria?					
6618	NODE_6619_length_10696_cov_5.795320	10696	8.89124	8.89124	11.9598	bin.070	60.0							Bacteria?					
6624	NODE_6625_length_10687_cov_3.169112	10687	5.02952	5.02952	4.88536	bin.070	58.0							Bacteria?					
6630	NODE_6631_length_10683_cov_4.630504	10683	7.3302	7.3302	9.41113	bin.070	56.0	bin.070	0.913	0.04	0.227	0.627	0.913	dsDNAphage	10680.0	0.0	46.7	0.0	|full
6635	NODE_6636_length_10681_cov_4.877282	10681	7.7402	7.7402	8.90862	bin.070	60.0							Bacteria?					
6637	NODE_6638_length_10680_cov_7.816000	10680	12.1365	12.1365	14.1084	bin.070	59.0							Bacteria?					
6640	NODE_6641_length_10677_cov_8.071267	10677	12.3111	12.3111	19.3406	bin.070	56.0	bin.070	0.153	0.0	0.133	0.713	0.713	NCLDV	10674.0	0.0	14.3	0.0	|full
6650	NODE_6651_length_10671_cov_4.884231	10671	7.46383	7.46383	7.80858	bin.070	57.0							Bacteria?					
6658	NODE_6659_length_10668_cov_3.809667	10668	6.03822	6.03822	7.33465	bin.070	57.0	bin.070	0.813	0.02	0.287	0.56	0.813	dsDNAphage	10667.0	0.0	15.4	0.0	|full
6659	NODE_6660_length_10667_cov_5.118734	10667	8.05391	8.05391	12.496	bin.070	58.0							Bacteria?					
6660	NODE_6661_length_10666_cov_4.171991	10666	6.74467	6.74467	7.63104	bin.070	59.0							Bacteria?					
6667	NODE_6668_length_10660_cov_4.442904	10660	6.92997	6.92997	10.0139	bin.070	56.0							Bacteria?					
6675	NODE_6676_length_10653_cov_4.919041	10653	7.6819	7.6819	13.0099	bin.070	59.0							Bacteria?					
6680	NODE_6681_length_10651_cov_4.551718	10651	7.03095	7.03095	7.49972	bin.070	58.0							Bacteria?					
6681	NODE_6682_length_10651_cov_3.907984	10651	6.01124	6.01124	7.42667	bin.070	59.0							Bacteria?					
6684	NODE_6685_length_10647_cov_3.067598	10647	4.72163	4.72163	5.44206	bin.070	54.0							Bacteria?					
6685	NODE_6686_length_10646_cov_4.806817	10646	7.28944	7.28944	7.75397	bin.070	57.0							Bacteria?					
6687	NODE_6688_length_10646_cov_3.667453	10646	5.85328	5.85328	7.46739	bin.070	59.0							Bacteria?					
6694	NODE_6695_length_10641_cov_4.909787	10641	7.76885	7.76885	8.84902	bin.070	57.0							Bacteria?					
6700	NODE_6701_length_10638_cov_6.535198	10638	9.91772	9.91772	11.0718	bin.070	57.0							Bacteria?					
6702	NODE_6703_length_10635_cov_4.456333	10635	6.81278	6.81278	6.43627	bin.070	59.0							Bacteria?					
6703	NODE_6704_length_10635_cov_4.142344	10635	6.04034	6.04034	7.15418	bin.070	56.0	bin.070	1.0	0.033	0.473	0.4	1.0	dsDNAphage	10517.0	1.0	27.3	0.0	|full
6714	NODE_6715_length_10628_cov_3.174596	10628	5.15719	5.15719	5.06164	bin.070	59.0							Bacteria?					
6716	NODE_6717_length_10624_cov_6.602801	10624	10.3329	10.3329	12.0855	bin.070	57.0							Bacteria?					
6719	NODE_6720_length_10620_cov_4.864837	10620	7.49074	7.49074	11.3128	bin.070	59.0							Bacteria?					
6720	NODE_6721_length_10620_cov_4.190819	10620	6.64814	6.64814	8.29066	bin.070	54.0							Bacteria?					
6722	NODE_6723_length_10618_cov_7.055571	10618	10.3643	10.3643	13.8504	bin.070	59.0							Bacteria?					
6726	NODE_6727_length_10613_cov_9.675696	10613	13.9707	13.9707	12.2315	bin.070	59.0							Bacteria?					
6730	NODE_6731_length_10607_cov_4.912339	10607	7.5995	7.5995	11.5696	bin.070	58.0							Bacteria?					
6733	NODE_6734_length_10605_cov_3.751374	10605	5.87413	5.87413	4.69639	bin.070	57.0							Bacteria?					
6735	NODE_6736_length_10603_cov_5.858172	10603	9.07959	9.07959	13.9669	bin.070	58.0							Bacteria?					
6755	NODE_6756_length_10585_cov_4.919848	10585	7.83345	7.83345	8.82126	bin.070	58.0							Bacteria?					
6762	NODE_6763_length_10578_cov_4.370332	10578	6.94304	6.94304	10.093	bin.070	59.0							Bacteria?					
6764	NODE_6765_length_10577_cov_7.259646	10577	11.317	11.317	12.6801	bin.070	58.0							Bacteria?					
6768	NODE_6769_length_10574_cov_5.051716	10574	7.69196	7.69196	9.18357	bin.070	60.0							Bacteria?					
6779	NODE_6780_length_10565_cov_3.618744	10565	5.81651	5.81651	5.85948	bin.070	58.0							Bacteria?					
6780	NODE_6781_length_10565_cov_2.948525	10565	4.77782	4.77782	4.7275	bin.070	57.0							Bacteria?					
6783	NODE_6784_length_10560_cov_3.979343	10560	6.36446	6.36446	5.80123	bin.070	59.0							Bacteria?					
6791	NODE_6792_length_10553_cov_3.693656	10553	5.56657	5.56657	6.31228	bin.070	56.0							Bacteria?					
6792	NODE_6793_length_10552_cov_3.933886	10552	6.50192	6.50192	6.86907	bin.070	59.0							Bacteria?					
6797	NODE_6798_length_10544_cov_4.186004	10544	6.86877	6.86877	8.17708	bin.070	59.0							Bacteria?					
6800	NODE_6801_length_10542_cov_3.759321	10542	5.80562	5.80562	7.1446	bin.070	58.0							Bacteria?					
6806	NODE_6807_length_10538_cov_4.780025	10538	7.30266	7.30266	8.99303	bin.070	60.0							Bacteria?					
6817	NODE_6818_length_10526_cov_2.753319	10526	4.53373	4.53373	4.25213	bin.070	61.0							Bacteria?					
6834	NODE_6835_length_10512_cov_7.405853	10512	10.5915	10.5915	17.4713	bin.070	57.0							Bacteria?					
6839	NODE_6840_length_10508_cov_4.120348	10508	6.42952	6.42952	7.38345	bin.070	58.0							Bacteria?					
6840	NODE_6841_length_10507_cov_4.456468	10507	6.78778	6.78778	6.93651	bin.070	59.0							Bacteria?					
6857	NODE_6858_length_10487_cov_4.434816	10487	6.89223	6.89223	8.72012	bin.070	62.0							Bacteria?					
6858	NODE_6859_length_10486_cov_6.197009	10486	9.79005	9.79005	19.8043	bin.070	60.0							Bacteria?					
6860	NODE_6861_length_10485_cov_7.106328	10485	10.3953	10.3953	11.6496	bin.070	58.0							Bacteria?					
6861	NODE_6862_length_10485_cov_5.817162	10485	9.01684	9.01684	14.4757	bin.070	57.0							Bacteria?					
6874	NODE_6875_length_10470_cov_6.433413	10470	9.03421	9.03421	11.4066	bin.070	57.0							Bacteria?					
6876	NODE_6877_length_10469_cov_4.114173	10469	6.40014	6.40014	6.77965	bin.070	60.0							Bacteria?					
6877	NODE_6878_length_10468_cov_5.328340	10468	8.31828	8.31828	12.7969	bin.070	63.0							Bacteria?					
6894	NODE_6895_length_10451_cov_4.161023	10451	6.72352	6.72352	7.70847	bin.070	59.0							Bacteria?					
6898	NODE_6899_length_10447_cov_3.678791	10447	5.44819	5.44819	5.91528	bin.070	56.0							Bacteria?					
6901	NODE_6902_length_10445_cov_8.908951	10445	12.3456	12.3456	18.0579	bin.070	58.0							Bacteria?					
6904	NODE_6905_length_10444_cov_7.428241	10444	10.6501	10.6501	17.2508	bin.070	56.0							Bacteria?					
6905	NODE_6906_length_10444_cov_4.751660	10444	7.40635	7.40635	9.97474	bin.070	57.0							Bacteria?					
6920	NODE_6921_length_10430_cov_4.436723	10430	6.8894	6.8894	7.57287	bin.070	59.0							Bacteria?					
6926	NODE_6927_length_10427_cov_4.823756	10427	5.81989	5.81989	8.93455	bin.070	59.0							Bacteria?					
6939	NODE_6940_length_10412_cov_3.845419	10412	6.08371	6.08371	5.05471	bin.070	57.0							Bacteria?					
6941	NODE_6942_length_10408_cov_5.048199	10408	7.95408	7.95408	9.62386	bin.070	53.0							Bacteria?					
6948	NODE_6949_length_10405_cov_3.450435	10405	5.69937	5.69937	6.38066	bin.070	58.0							Bacteria?					
6951	NODE_6952_length_10404_cov_4.375205	10404	6.17886	6.17886	8.38317	bin.070	56.0							Bacteria?					
6959	NODE_6960_length_10401_cov_4.559443	10401	6.92303	6.92303	7.16199	bin.070	59.0							Bacteria?					
6962	NODE_6963_length_10398_cov_4.470560	10398	7.15369	7.15369	10.0124	bin.070	58.0							Bacteria?					
6977	NODE_6978_length_10385_cov_4.601258	10385	7.16991	7.16991	7.43479	bin.070	62.0							Bacteria?					
6980	NODE_6981_length_10382_cov_5.701850	10382	8.90794	8.90794	11.2784	bin.070	58.0							Bacteria?					
6981	NODE_6982_length_10382_cov_3.591653	10382	5.70758	5.70758	6.94199	bin.070	53.0							Bacteria?					
6983	NODE_6984_length_10379_cov_5.068966	10379	7.91759	7.91759	9.73763	bin.070	58.0							Bacteria?					
6988	NODE_6989_length_10374_cov_6.711309	10374	8.88997	8.88997	11.7243	bin.070	56.0							Bacteria?					
6996	NODE_6997_length_10364_cov_6.878359	10364	10.5812	10.5812	16.6996	bin.070	52.0							Bacteria?					
7002	NODE_7003_length_10355_cov_8.623495	10355	11.5211	11.5211	15.7345	bin.070	58.0							Bacteria?					
7006	NODE_7007_length_10354_cov_4.963977	10354	7.4214	7.4214	8.43281	bin.070	55.0							Bacteria?					
7014	NODE_7015_length_10346_cov_2.894957	10346	4.80777	4.80777	4.80162	bin.070	56.0							Bacteria?					
7024	NODE_7025_length_10339_cov_3.643329	10339	5.7831	5.7831	5.88674	bin.070	54.0							Bacteria?					
7030	NODE_7031_length_10334_cov_3.355774	10334	5.36135	5.36135	6.70198	bin.070	57.0							Bacteria?					
7032	NODE_7033_length_10331_cov_7.653562	10331	10.9184	10.9184	22.1713	bin.070	58.0							Bacteria?					
7036	NODE_7037_length_10329_cov_4.582441	10329	7.16072	7.16072	8.88114	bin.070	60.0							Bacteria?					
7043	NODE_7044_length_10323_cov_3.309992	10323	5.13211	5.13211	4.67384	bin.070	56.0							Bacteria?					
7044	NODE_7045_length_10322_cov_4.768774	10322	7.63321	7.63321	7.83041	bin.070	59.0							Bacteria?					
7047	NODE_7048_length_10321_cov_3.358173	10321	5.12182	5.12182	4.51492	bin.070	54.0							Bacteria?					
7061	NODE_7062_length_10312_cov_3.534172	10312	5.70724	5.70724	6.02305	bin.070	59.0							Bacteria?					
7064	NODE_7065_length_10309_cov_5.027501	10309	7.72251	7.72251	10.2908	bin.070	58.0							Bacteria?					
7078	NODE_7079_length_10299_cov_5.113725	10299	7.40359	7.40359	17.0346	bin.070	56.0							Bacteria?					
7082	NODE_7083_length_10298_cov_7.780924	10298	11.5864	11.5864	44.964	bin.070	57.0							Bacteria?					
7083	NODE_7084_length_10297_cov_4.674966	10297	6.69232	6.69232	7.90527	bin.070	56.0							Bacteria?					
7087	NODE_7088_length_10294_cov_8.570466	10294	12.4148	12.4148	15.8636	bin.070	57.0							Bacteria?					
7095	NODE_7096_length_10282_cov_5.773150	10282	8.34455	8.34455	11.1387	bin.070	56.0							Bacteria?					
7107	NODE_7108_length_10274_cov_5.737939	10274	9.03803	9.03803	10.0993	bin.070	59.0							Bacteria?					
7109	NODE_7110_length_10274_cov_4.273119	10274	6.82655	6.82655	9.09194	bin.070	58.0							Bacteria?					
7117	NODE_7118_length_10269_cov_5.199922	10269	8.24034	8.24034	10.4454	bin.070	58.0							Bacteria?					
7121	NODE_7122_length_10266_cov_7.447948	10266	11.3754	11.3754	14.575	bin.070	57.0							Bacteria?					
7129	NODE_7130_length_10259_cov_4.622501	10259	7.46414	7.46414	9.43083	bin.070	58.0							Bacteria?					
7132	NODE_7133_length_10255_cov_4.249902	10255	6.58615	6.58615	7.81542	bin.070	62.0							Bacteria?					
7133	NODE_7134_length_10254_cov_10.053241	10254	13.302	13.302	29.5921	bin.070	58.0							Bacteria?					
7137	NODE_7138_length_10250_cov_6.591663	10250	9.77277	9.77277	15.1529	bin.070	59.0							Bacteria?					
7139	NODE_7140_length_10248_cov_9.651624	10248	11.9638	11.9638	15.7159	bin.070	58.0							Bacteria?					
7143	NODE_7144_length_10246_cov_2.903837	10246	4.78467	4.78467	4.59452	bin.070	62.0							Bacteria?					
7147	NODE_7148_length_10244_cov_4.808225	10244	7.35724	7.35724	8.32184	bin.070	59.0							Bacteria?					
7154	NODE_7155_length_10241_cov_3.384155	10241	5.528	5.528	8.72928	bin.070	54.0							Bacteria?					
7157	NODE_7158_length_10239_cov_4.519639	10239	6.93746	6.93746	7.99366	bin.070	58.0							Bacteria?					
7160	NODE_7161_length_10236_cov_5.442982	10236	8.26571	8.26571	13.3622	bin.070	59.0							Bacteria?					
7161	NODE_7162_length_10235_cov_3.311493	10235	5.26366	5.26366	5.04012	bin.070	56.0							Bacteria?					
7163	NODE_7164_length_10231_cov_7.408314	10231	10.916	10.916	10.4699	bin.070	57.0							Bacteria?					
7164	NODE_7165_length_10231_cov_4.894654	10231	7.53526	7.53526	12.2026	bin.070	61.0							Bacteria?					
7166	NODE_7167_length_10230_cov_7.867420	10230	9.31419	9.31419	23.6803	bin.070	57.0							Bacteria?					
7168	NODE_7169_length_10229_cov_7.085610	10229	10.5579	10.5579	12.5497	bin.070	58.0							Bacteria?					
7169	NODE_7170_length_10228_cov_4.353190	10228	6.98839	6.98839	6.9454	bin.070	61.0							Bacteria?					
7180	NODE_7181_length_10219_cov_5.606651	10219	8.07697	8.07697	9.67812	bin.070	56.0							Bacteria?					
7183	NODE_7184_length_10218_cov_3.930926	10218	6.1915	6.1915	10.1473	bin.070	56.0	bin.070	0.74	0.213	0.18	0.113	0.74	dsDNAphage	10215.0	0.0	7.7	0.0	|full
7187	NODE_7188_length_10215_cov_5.256890	10215	8.33572	8.33572	12.4844	bin.070	55.0							Bacteria?					
7188	NODE_7189_length_10214_cov_3.998917	10214	6.18919	6.18919	7.07936	bin.070	58.0							Bacteria?					
7191	NODE_7192_length_10213_cov_3.930006	10213	6.07612	6.07612	6.447	bin.070	62.0							Bacteria?					
7207	NODE_7208_length_10203_cov_5.571147	10203	8.59753	8.59753	11.5218	bin.070	58.0							Bacteria?					
7209	NODE_7210_length_10199_cov_5.182275	10199	8.17624	8.17624	11.4653	bin.070	55.0							Bacteria?					
7210	NODE_7211_length_10199_cov_4.863565	10199	8.08568	8.08568	8.93051	bin.070	55.0							Bacteria?					
7213	NODE_7214_length_10198_cov_4.347333	10198	6.84594	6.84594	8.74237	bin.070	55.0							Bacteria?					
7219	NODE_7220_length_10195_cov_4.545562	10195	7.06182	7.06182	8.3642	bin.070	55.0							Bacteria?					
7227	NODE_7228_length_10191_cov_4.243193	10191	6.79494	6.79494	6.64876	bin.070	55.0							Bacteria?					
7228	NODE_7229_length_10191_cov_2.520620	10191	4.24121	4.24121	4.83071	bin.070	61.0							Bacteria?					
7239	NODE_7240_length_10184_cov_4.993385	10184	7.64879	7.64879	9.16489	bin.070	57.0							Bacteria?					
7242	NODE_7243_length_10182_cov_2.797176	10182	4.51814	4.51814	6.32997	bin.070	61.0							Bacteria?					
7252	NODE_7253_length_10170_cov_4.750766	10170	7.79501	7.79501	9.43511	bin.070	58.0							Bacteria?					
7259	NODE_7260_length_10165_cov_5.463699	10165	8.14598	8.14598	10.9082	bin.070	59.0							Bacteria?					
7261	NODE_7262_length_10163_cov_4.165611	10163	6.71697	6.71697	9.87892	bin.070	58.0							Bacteria?					
7262	NODE_7263_length_10163_cov_3.898793	10163	6.13512	6.13512	6.92145	bin.070	64.0							Bacteria?					
7271	NODE_7272_length_10157_cov_6.725995	10157	10.0859	10.0859	19.1675	bin.070	59.0							Bacteria?					
7272	NODE_7273_length_10156_cov_3.459657	10156	5.19099	5.19099	6.23687	bin.070	60.0							Bacteria?					
7281	NODE_7282_length_10144_cov_6.095748	10144	9.40204	9.40204	15.8041	bin.070	54.0	bin.070	0.447	0.013	0.687	0.347	0.687	lavidaviridae	9876.0	0.0	27.3	9.1	|full
7283	NODE_7284_length_10143_cov_5.446967	10143	8.23617	8.23617	6.56281	bin.070	58.0							Bacteria?					
7284	NODE_7285_length_10143_cov_4.823454	10143	7.37236	7.37236	8.02077	bin.070	57.0							Bacteria?					
