	seqname	contigLen	totalAvgDepth	2c11f2d7-e513-4790-bed2-3d20f1d9d7cd.inter.fastq.sam.sorted.bam	2c11f2d7-e513-4790-bed2-3d20f1d9d7cd.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
19317	NODE_19318_length_6573_cov_9.021632	6573	12.1934	12.1934	21.144	bin.056	61.0							Bacteria?					
19425	NODE_19426_length_6548_cov_8.423379	6548	13.0524	13.0524	22.1688	bin.056	61.0							Bacteria?					
19641	NODE_19642_length_6493_cov_12.902920	6493	17.1066	17.1066	26.3488	bin.056	60.0							Bacteria?					
19699	NODE_19700_length_6483_cov_9.735221	6483	14.5375	14.5375	21.1653	bin.056	59.0							Bacteria?					
19991	NODE_19992_length_6418_cov_8.832783	6418	12.5426	12.5426	18.5823	bin.056	60.0							Bacteria?					
19998	NODE_19999_length_6417_cov_7.291103	6417	11.0602	11.0602	16.1564	bin.056	60.0							Bacteria?					
20014	NODE_20015_length_6413_cov_8.440075	6413	12.7766	12.7766	18.4692	bin.056	61.0							Bacteria?					
20237	NODE_20238_length_6368_cov_8.353239	6368	12.5701	12.5701	19.2494	bin.056	59.0							Bacteria?					
20299	NODE_20300_length_6355_cov_6.908254	6355	10.4411	10.4411	23.4414	bin.056	60.0							Bacteria?					
20304	NODE_20305_length_6353_cov_4.950937	6353	7.99113	7.99113	11.4533	bin.056	63.0	bin.056	0.807	0.113	0.273	0.22	0.807	dsDNAphage	6352.0	0.0	11.1	0.0	|full
20513	NODE_20514_length_6312_cov_9.365511	6312	14.2734	14.2734	13.9063	bin.056	61.0							Bacteria?					
20610	NODE_20611_length_6293_cov_7.616704	6293	11.7293	11.7293	14.7715	bin.056	61.0							Bacteria?					
20666	NODE_20667_length_6282_cov_7.618757	6282	10.8461	10.8461	13.7064	bin.056	62.0							Bacteria?					
20831	NODE_20832_length_6248_cov_9.595350	6248	13.3965	13.3965	24.712	bin.056	59.0							Bacteria?					
20913	NODE_20914_length_6232_cov_8.614214	6232	12.7955	12.7955	16.6084	bin.056	59.0							Bacteria?					
21074	NODE_21075_length_6202_cov_8.591833	6202	12.9314	12.9314	16.2303	bin.056	61.0							Bacteria?					
21094	NODE_21095_length_6198_cov_9.536546	6198	14.8219	14.8219	14.9037	bin.056	61.0							Bacteria?					
21116	NODE_21117_length_6194_cov_8.382636	6194	12.4203	12.4203	19.684	bin.056	63.0							Bacteria?					
21187	NODE_21188_length_6179_cov_7.862835	6179	11.557	11.557	14.0845	bin.056	59.0							Bacteria?					
21285	NODE_21286_length_6164_cov_8.831396	6164	13.3041	13.3041	17.8198	bin.056	60.0							Bacteria?					
21324	NODE_21325_length_6155_cov_9.775574	6155	13.9853	13.9853	22.6055	bin.056	62.0							Bacteria?					
21325	NODE_21326_length_6155_cov_9.414098	6155	13.436	13.436	23.9932	bin.056	61.0							Bacteria?					
21364	NODE_21365_length_6146_cov_7.968806	6146	11.9243	11.9243	10.4413	bin.056	62.0							Bacteria?					
21396	NODE_21397_length_6140_cov_8.502547	6140	12.7883	12.7883	13.2863	bin.056	59.0							Bacteria?					
21583	NODE_21584_length_6106_cov_8.791109	6106	12.4451	12.4451	20.1001	bin.056	59.0							Bacteria?					
21819	NODE_21820_length_6064_cov_9.286071	6064	13.8072	13.8072	19.0449	bin.056	61.0							Bacteria?					
21935	NODE_21936_length_6043_cov_7.563627	6043	11.6927	11.6927	16.7402	bin.056	61.0							Bacteria?					
22011	NODE_22012_length_6027_cov_8.174146	6027	12.4991	12.4991	27.2506	bin.056	59.0							Bacteria?					
22019	NODE_22020_length_6026_cov_5.242170	6026	8.28846	8.28846	10.7892	bin.056	61.0							Bacteria?					
22055	NODE_22056_length_6020_cov_7.134116	6020	10.0596	10.0596	14.294	bin.056	62.0							Bacteria?					
22159	NODE_22160_length_5999_cov_8.129711	5999	11.9017	11.9017	21.8205	bin.056	61.0							Bacteria?					
22239	NODE_22240_length_5986_cov_8.766987	5986	12.9993	12.9993	18.2762	bin.056	57.0							Bacteria?					
22304	NODE_22305_length_5971_cov_9.725997	5971	15.2183	15.2183	20.2155	bin.056	58.0							Bacteria?					
22313	NODE_22314_length_5969_cov_10.183632	5969	15.8852	15.8852	20.3804	bin.056	63.0							Bacteria?					
22454	NODE_22455_length_5941_cov_8.383452	5941	12.1195	12.1195	15.6327	bin.056	61.0							Bacteria?					
22486	NODE_22487_length_5937_cov_7.147909	5937	10.9812	10.9812	15.2571	bin.056	61.0							Bacteria?					
22668	NODE_22669_length_5904_cov_8.795179	5904	12.992	12.992	23.1169	bin.056	57.0							Bacteria?					
22845	NODE_22846_length_5873_cov_8.873668	5873	12.7762	12.7762	14.7313	bin.056	59.0							Bacteria?					
22850	NODE_22851_length_5871_cov_8.522352	5871	11.3914	11.3914	20.2315	bin.056	58.0							Bacteria?					
22963	NODE_22964_length_5849_cov_8.217466	5849	12.186	12.186	17.7853	bin.056	59.0							Bacteria?					
22973	NODE_22974_length_5848_cov_10.511479	5848	15.0581	15.0581	18.7201	bin.056	60.0							Bacteria?					
23144	NODE_23145_length_5822_cov_8.986475	5822	13.4889	13.4889	16.8251	bin.056	61.0							Bacteria?					
23161	NODE_23162_length_5818_cov_10.770606	5818	16.355	16.355	11.7915	bin.056	59.0							Bacteria?					
23189	NODE_23190_length_5813_cov_7.549323	5813	11.1918	11.1918	18.9894	bin.056	63.0							Bacteria?					
23247	NODE_23248_length_5802_cov_7.651296	5802	10.3043	10.3043	14.3742	bin.056	61.0							Bacteria?					
23310	NODE_23311_length_5791_cov_7.894700	5791	12.3168	12.3168	13.1228	bin.056	60.0							Bacteria?					
23388	NODE_23389_length_5779_cov_10.116527	5779	14.1951	14.1951	27.6216	bin.056	63.0							Bacteria?					
23409	NODE_23410_length_5775_cov_9.381119	5775	13.1755	13.1755	27.4757	bin.056	60.0							Bacteria?					
23445	NODE_23446_length_5768_cov_8.458778	5768	12.367	12.367	10.5977	bin.056	60.0							Bacteria?					
23446	NODE_23447_length_5768_cov_8.009802	5768	11.4539	11.4539	24.7274	bin.056	60.0							Bacteria?					
23499	NODE_23500_length_5759_cov_8.360449	5759	13.062	13.062	16.5217	bin.056	61.0							Bacteria?					
23592	NODE_23593_length_5743_cov_7.881505	5743	10.4348	10.4348	19.9909	bin.056	64.0							Bacteria?					
23623	NODE_23624_length_5739_cov_5.712350	5739	8.8574	8.8574	8.92724	bin.056	60.0							Bacteria?					
23701	NODE_23702_length_5726_cov_7.888908	5726	12.1356	12.1356	13.8987	bin.056	59.0							Bacteria?					
23752	NODE_23753_length_5717_cov_9.787884	5717	14.8256	14.8256	31.8494	bin.056	61.0							Bacteria?					
23816	NODE_23817_length_5705_cov_10.352566	5705	15.7206	15.7206	22.9436	bin.056	59.0							Bacteria?					
23962	NODE_23963_length_5680_cov_8.825600	5680	12.957	12.957	15.6655	bin.056	58.0							Bacteria?					
24049	NODE_24050_length_5667_cov_8.990734	5667	13.0281	13.0281	20.6724	bin.056	60.0							Bacteria?					
24101	NODE_24102_length_5656_cov_9.520978	5656	14.1466	14.1466	18.6549	bin.056	61.0							Bacteria?					
24165	NODE_24166_length_5645_cov_7.358318	5645	11.3509	11.3509	19.9478	bin.056	60.0							Bacteria?					
24208	NODE_24209_length_5638_cov_9.506179	5638	12.7292	12.7292	19.6892	bin.056	63.0							Bacteria?					
24302	NODE_24303_length_5624_cov_8.626863	5624	13.0815	13.0815	22.6794	bin.056	57.0							Bacteria?					
24552	NODE_24553_length_5585_cov_6.813020	5585	10.9229	10.9229	11.2338	bin.056	62.0							Bacteria?					
24863	NODE_24864_length_5536_cov_8.567962	5536	12.7687	12.7687	16.4008	bin.056	61.0							Bacteria?					
24882	NODE_24883_length_5533_cov_8.614093	5533	12.2484	12.2484	14.44	bin.056	60.0							Bacteria?					
24908	NODE_24909_length_5530_cov_10.266667	5530	15.9667	15.9667	25.5301	bin.056	59.0							Bacteria?					
24986	NODE_24987_length_5520_cov_6.956633	5520	10.4983	10.4983	11.5128	bin.056	61.0							Bacteria?					
25716	NODE_25717_length_5411_cov_8.167662	5411	12.7953	12.7953	18.4104	bin.056	62.0							Bacteria?					
25844	NODE_25845_length_5392_cov_8.689151	5392	12.4718	12.4718	24.8346	bin.056	60.0							Bacteria?					
26031	NODE_26032_length_5368_cov_7.907209	5368	11.4929	11.4929	14.6605	bin.056	62.0							Bacteria?					
26309	NODE_26310_length_5332_cov_8.541596	5332	13.0579	13.0579	22.422	bin.056	58.0							Bacteria?					
26339	NODE_26340_length_5329_cov_12.395715	5329	18.9365	18.9365	16.0873	bin.056	58.0							Bacteria?					
26449	NODE_26450_length_5314_cov_7.083286	5314	10.9679	10.9679	11.4141	bin.056	62.0							Bacteria?					
26486	NODE_26487_length_5309_cov_8.244956	5309	12.1353	12.1353	24.148	bin.056	61.0							Bacteria?					
26496	NODE_26497_length_5307_cov_9.867669	5307	14.8798	14.8798	33.3393	bin.056	59.0							Bacteria?					
26669	NODE_26670_length_5286_cov_8.926209	5286	13.5701	13.5701	15.9272	bin.056	59.0							Bacteria?					
26945	NODE_26946_length_5249_cov_8.430112	5249	12.3775	12.3775	19.8184	bin.056	60.0							Bacteria?					
27012	NODE_27013_length_5241_cov_8.520247	5241	11.9562	11.9562	19.9952	bin.056	59.0							Bacteria?					
27152	NODE_27153_length_5223_cov_9.544892	5223	14.8386	14.8386	32.3654	bin.056	61.0							Bacteria?					
27264	NODE_27265_length_5210_cov_11.461494	5210	17.635	17.635	17.5948	bin.056	58.0							Bacteria?					
27274	NODE_27275_length_5209_cov_9.055685	5209	14.0727	14.0727	21.7388	bin.056	59.0							Bacteria?					
27426	NODE_27427_length_5187_cov_8.890491	5187	11.4751	11.4751	14.0698	bin.056	61.0							Bacteria?					
28186	NODE_28187_length_5094_cov_8.898988	5094	13.1566	13.1566	25.7419	bin.056	61.0							Bacteria?					
28193	NODE_28194_length_5093_cov_8.539301	5093	12.999	12.999	14.2038	bin.056	60.0							Bacteria?					
28317	NODE_28318_length_5080_cov_8.967562	5080	12.8738	12.8738	31.0314	bin.056	61.0							Bacteria?					
28458	NODE_28459_length_5065_cov_9.299800	5065	13.0863	13.0863	32.4003	bin.056	60.0							Bacteria?					
28694	NODE_28695_length_5038_cov_8.901465	5038	12.9724	12.9724	18.4878	bin.056	59.0							Bacteria?					
28695	NODE_28696_length_5038_cov_7.893438	5038	12.2486	12.2486	18.2719	bin.056	61.0							Bacteria?					
28732	NODE_28733_length_5034_cov_9.040771	5034	13.8739	13.8739	20.2163	bin.056	62.0							Bacteria?					
28754	NODE_28755_length_5032_cov_8.025316	5032	11.2175	11.2175	14.1541	bin.056	61.0							Bacteria?					
29016	NODE_29017_length_5000_cov_6.406269	5000	9.77217	9.77217	9.19441	bin.056	59.0							Bacteria?					
208	NODE_209_length_91504_cov_5.160166	91504	7.97815	7.97815	9.99266	bin.057	52.0	bin.057	1.0	0.007	0.053	0.1	1.0	dsDNAphage	91321.0	8.0	30.7	0.7	|full
704	NODE_705_length_52919_cov_5.270297	52919	8.16872	8.16872	10.8307	bin.057	51.0	bin.057	0.847	0.04	0.033	0.147	0.847	dsDNAphage	49337.0	0.0	32.5	0.0	|full
972	NODE_973_length_44881_cov_5.277138	44881	8.19646	8.19646	11.9209	bin.057	51.0	bin.057	0.993	0.0	0.14	0.347	0.993	dsDNAphage	44879.0	1.0	31.2	0.0	|full
2325	NODE_2326_length_27430_cov_5.402338	27430	8.40667	8.40667	12.4986	bin.057	51.0	bin.057	1.0	0.04	0.127	0.213	1.0	dsDNAphage	27429.0	1.0	35.1	0.0	|full
3838	NODE_3839_length_20042_cov_5.323961	20042	8.2214	8.2214	8.77775	bin.057	51.0	bin.057	0.82	0.0	0.0	0.047	0.82	dsDNAphage	19563.0	0.0	12.1	6.1	|full
20243	NODE_20244_length_6367_cov_5.400032	6367	8.52373	8.52373	7.16456	bin.057	49.0	bin.057	0.527	0.027	0.153	0.08	0.527	dsDNAphage	6126.0	0.0	25.0	0.0	|full
13	NODE_14_length_268503_cov_30.224923	268503	46.9299	46.9299	69.741	bin.058	53.0							Bacteria?					
37	NODE_38_length_199741_cov_29.917065	199741	46.5964	46.5964	75.9457	bin.058	52.0							Bacteria?					
50	NODE_51_length_173803_cov_30.172716	173803	46.1185	46.1185	83.7787	bin.058	52.0							Bacteria?					
231	NODE_232_length_86428_cov_30.508342	86428	46.5739	46.5739	67.8667	bin.058	51.0							Bacteria?					
426	NODE_427_length_65603_cov_30.463584	65603	47.6026	47.6026	70.5364	bin.058	52.0							Bacteria?					
822	NODE_823_length_48535_cov_30.127764	48535	46.9022	46.9022	71.1662	bin.058	53.0							Bacteria?					
6402	NODE_6403_length_14231_cov_31.589376	14231	47.1308	47.1308	70.6975	bin.058	53.0							Bacteria?					
274	NODE_275_length_80665_cov_9.758033	80665	14.9063	14.9063	18.9062	bin.059	50.0							Bacteria?					
284	NODE_285_length_79743_cov_9.311916	79743	14.3925	14.3925	19.4765	bin.059	51.0							Bacteria?					
583	NODE_584_length_57198_cov_9.791803	57198	15.0547	15.0547	18.3018	bin.059	50.0							Bacteria?					
832	NODE_833_length_48212_cov_9.930706	48212	15.1822	15.1822	20.0368	bin.059	51.0							Bacteria?					
837	NODE_838_length_48012_cov_9.378589	48012	14.6105	14.6105	15.7982	bin.059	50.0							Bacteria?					
1125	NODE_1126_length_41728_cov_10.193267	41728	15.6042	15.6042	20.8257	bin.059	51.0							Bacteria?					
1654	NODE_1655_length_33823_cov_9.690861	33823	15.1025	15.1025	18.1727	bin.059	46.0							Bacteria?					
1735	NODE_1736_length_32837_cov_9.375267	32837	14.4263	14.4263	18.7557	bin.059	51.0							Bacteria?					
1857	NODE_1858_length_31624_cov_9.335139	31624	14.4759	14.4759	19.4722	bin.059	51.0							Bacteria?					
2056	NODE_2057_length_29810_cov_10.441976	29810	14.1583	14.1583	27.3474	bin.059	50.0							Bacteria?					
2293	NODE_2294_length_27674_cov_8.870343	27674	13.8612	13.8612	20.6816	bin.059	52.0							Bacteria?					
2672	NODE_2673_length_25212_cov_9.564694	25212	14.84	14.84	19.8704	bin.059	50.0							Bacteria?					
5130	NODE_5131_length_16589_cov_9.280392	16589	14.4341	14.4341	18.053	bin.059	50.0							Bacteria?					
5475	NODE_5476_length_15837_cov_10.742555	15837	15.9616	15.9616	26.4729	bin.059	46.0							Bacteria?					
5630	NODE_5631_length_15525_cov_9.656949	15525	14.9739	14.9739	20.9794	bin.059	50.0							Bacteria?					
5776	NODE_5777_length_15282_cov_9.118408	15282	14.1554	14.1554	17.959	bin.059	51.0							Bacteria?					
6332	NODE_6333_length_14345_cov_9.605668	14345	14.9104	14.9104	21.9119	bin.059	50.0							Bacteria?					
6567	NODE_6568_length_14000_cov_9.978487	14000	15.5344	15.5344	15.0278	bin.059	54.0							Bacteria?					
6687	NODE_6688_length_13821_cov_9.372221	13821	14.4551	14.4551	14.1728	bin.059	52.0							Bacteria?					
6705	NODE_6706_length_13799_cov_9.222133	13799	14.0538	14.0538	19.5611	bin.059	51.0							Bacteria?					
7145	NODE_7146_length_13206_cov_9.167896	13206	14.1907	14.1907	19.7092	bin.059	52.0							Bacteria?					
7637	NODE_7638_length_12620_cov_9.917151	12620	15.1623	15.1623	19.1393	bin.059	51.0							Bacteria?					
8581	NODE_8582_length_11613_cov_9.805416	11613	14.9337	14.9337	17.1523	bin.059	49.0							Bacteria?					
8953	NODE_8954_length_11316_cov_9.870083	11316	15.2428	15.2428	18.7494	bin.059	52.0							Bacteria?					
9080	NODE_9081_length_11189_cov_9.078319	11189	13.7833	13.7833	13.2631	bin.059	51.0							Bacteria?					
10657	NODE_10658_length_10013_cov_8.909219	10013	13.697	13.697	23.8808	bin.059	51.0							Bacteria?					
11028	NODE_11029_length_9754_cov_8.590989	9754	13.1515	13.1515	16.4185	bin.059	51.0							Bacteria?					
11983	NODE_11984_length_9187_cov_9.518506	9187	14.8164	14.8164	19.2832	bin.059	51.0	bin.059	0.053	0.0	0.293	0.973	0.973	NCLDV	9184.0	0.0	20.0	0.0	|full
13171	NODE_13172_length_8577_cov_9.238794	8577	14.3403	14.3403	19.5745	bin.059	50.0							Bacteria?					
13469	NODE_13470_length_8447_cov_9.888465	8447	15.3704	15.3704	18.0	bin.059	50.0							Bacteria?					
16401	NODE_16402_length_7350_cov_10.353941	7350	15.9025	15.9025	24.7894	bin.059	51.0							Bacteria?					
21951	NODE_21952_length_6040_cov_9.359733	6040	14.4963	14.4963	19.7832	bin.059	51.0							Bacteria?					
22204	NODE_22205_length_5991_cov_11.369609	5991	17.5124	17.5124	19.8119	bin.059	47.0							Bacteria?					
23364	NODE_23365_length_5783_cov_9.762221	5783	14.9315	14.9315	17.8867	bin.059	47.0	bin.059	0.36	0.02	0.3	0.62	0.62	NCLDV	5781.0	0.0	25.0	12.5	|full
24313	NODE_24314_length_5622_cov_9.678642	5622	14.8628	14.8628	16.3053	bin.059	50.0							Bacteria?					
28285	NODE_28286_length_5084_cov_16.954862	5084	12.8626	12.8626	32.6456	bin.059	51.0							Bacteria?					
2414	NODE_2415_length_26808_cov_4.106941	26808	6.36676	6.36676	7.66586	bin.060	44.0							Bacteria?					
3117	NODE_3118_length_22892_cov_4.091212	22892	6.35551	6.35551	5.62609	bin.060	45.0							Bacteria?					
4132	NODE_4133_length_19078_cov_3.969143	19078	6.21978	6.21978	6.90336	bin.060	45.0							Bacteria?					
4262	NODE_4263_length_18680_cov_3.926013	18680	6.16271	6.16271	5.94158	bin.060	43.0							Bacteria?					
4363	NODE_4364_length_18397_cov_4.195671	18397	6.50951	6.50951	9.62906	bin.060	46.0							Bacteria?					
4473	NODE_4474_length_18086_cov_4.476180	18086	6.98283	6.98283	8.46549	bin.060	39.0							Bacteria?					
4670	NODE_4671_length_17574_cov_3.970261	17574	6.16913	6.16913	7.27649	bin.060	44.0							Bacteria?					
4787	NODE_4788_length_17314_cov_4.127122	17314	6.44436	6.44436	8.90415	bin.060	44.0							Bacteria?					
4797	NODE_4798_length_17290_cov_3.877981	17290	6.1196	6.1196	7.36864	bin.060	47.0							Bacteria?					
4801	NODE_4802_length_17283_cov_3.958846	17283	6.22728	6.22728	7.01276	bin.060	45.0							Bacteria?					
4927	NODE_4928_length_17007_cov_4.163344	17007	6.43952	6.43952	6.44185	bin.060	43.0							Bacteria?					
4981	NODE_4982_length_16897_cov_3.735245	16897	5.7811	5.7811	6.95006	bin.060	47.0	bin.060	0.053	0.0	0.06	0.787	0.787	NCLDV	16897.0	0.0	7.1	0.0	|full
5189	NODE_5190_length_16437_cov_3.778660	16437	5.88205	5.88205	6.65606	bin.060	46.0							Bacteria?					
5255	NODE_5256_length_16296_cov_4.405394	16296	6.91304	6.91304	6.83462	bin.060	40.0							Bacteria?					
5353	NODE_5354_length_16111_cov_4.448368	16111	6.60804	6.60804	15.7105	bin.060	45.0							Bacteria?					
5888	NODE_5889_length_15090_cov_3.809711	15090	5.87564	5.87564	5.85955	bin.060	43.0							Bacteria?					
6238	NODE_6239_length_14497_cov_3.810760	14497	6.03102	6.03102	6.46085	bin.060	45.0							Bacteria?					
6599	NODE_6600_length_13956_cov_4.367528	13956	6.75605	6.75605	10.0659	bin.060	41.0							Bacteria?					
6669	NODE_6670_length_13853_cov_4.175243	13853	6.51631	6.51631	8.54044	bin.060	41.0							Bacteria?					
7920	NODE_7921_length_12286_cov_4.364892	12286	6.84468	6.84468	7.36786	bin.060	43.0							Bacteria?					
8117	NODE_8118_length_12089_cov_4.351920	12089	6.87428	6.87428	8.71934	bin.060	44.0							Bacteria?					
8818	NODE_8819_length_11427_cov_4.097960	11427	6.38947	6.38947	6.93125	bin.060	43.0							Bacteria?					
9337	NODE_9338_length_10965_cov_4.193584	10965	6.3976	6.3976	6.56082	bin.060	44.0							Bacteria?					
9557	NODE_9558_length_10810_cov_4.436541	10810	7.0319	7.0319	9.10267	bin.060	44.0							Bacteria?					
9612	NODE_9613_length_10764_cov_3.780652	10764	5.82542	5.82542	7.75253	bin.060	47.0							Bacteria?					
10774	NODE_10775_length_9921_cov_3.808332	9921	5.95354	5.95354	6.57486	bin.060	46.0							Bacteria?					
10797	NODE_10798_length_9907_cov_4.241677	9907	6.28585	6.28585	5.63258	bin.060	44.0							Bacteria?					
10815	NODE_10816_length_9898_cov_4.023367	9898	6.21656	6.21656	7.09587	bin.060	45.0							Bacteria?					
10907	NODE_10908_length_9840_cov_4.610015	9840	7.24469	7.24469	7.02329	bin.060	41.0							Bacteria?					
11235	NODE_11236_length_9625_cov_4.504702	9625	7.0915	7.0915	8.68441	bin.060	43.0							Bacteria?					
11567	NODE_11568_length_9437_cov_3.518440	9437	5.49176	5.49176	4.83189	bin.060	47.0							Bacteria?					
11925	NODE_11926_length_9221_cov_3.976216	9221	6.18465	6.18465	7.13226	bin.060	46.0							Bacteria?					
11945	NODE_11946_length_9210_cov_3.656581	9210	5.65795	5.65795	5.4334	bin.060	47.0							Bacteria?					
12342	NODE_12343_length_8983_cov_4.015009	8983	6.3505	6.3505	5.82864	bin.060	43.0							Bacteria?					
12387	NODE_12388_length_8963_cov_4.420072	8963	6.8374	6.8374	6.8782	bin.060	43.0							Bacteria?					
12566	NODE_12567_length_8861_cov_3.872700	8861	6.06785	6.06785	5.99467	bin.060	44.0							Bacteria?					
12622	NODE_12623_length_8831_cov_3.356882	8831	5.22002	5.22002	5.34476	bin.060	48.0							Bacteria?					
13237	NODE_13238_length_8546_cov_3.405253	8546	5.45129	5.45129	5.5798	bin.060	49.0							Bacteria?					
13742	NODE_13743_length_8317_cov_3.668240	8317	5.7687	5.7687	7.75589	bin.060	45.0							Bacteria?					
14655	NODE_14656_length_7948_cov_3.824148	7948	6.04694	6.04694	6.38084	bin.060	43.0	bin.060	0.333	0.033	0.52	0.547	0.547	NCLDV	7946.0	0.0	37.5	0.0	|full
14709	NODE_14710_length_7927_cov_4.443089	7927	7.08358	7.08358	8.19259	bin.060	45.0							Bacteria?					
14756	NODE_14757_length_7901_cov_4.136375	7901	6.482	6.482	7.44065	bin.060	44.0							Bacteria?					
14989	NODE_14990_length_7811_cov_4.135637	7811	6.50241	6.50241	6.02051	bin.060	45.0							Bacteria?					
15030	NODE_15031_length_7794_cov_4.420209	7794	6.90385	6.90385	6.66416	bin.060	44.0							Bacteria?					
15518	NODE_15519_length_7622_cov_3.996828	7622	6.21427	6.21427	4.4892	bin.060	45.0							Bacteria?					
16127	NODE_16128_length_7433_cov_3.812957	7433	5.94219	5.94219	6.79243	bin.060	43.0							Bacteria?					
16237	NODE_16238_length_7397_cov_3.740262	7397	5.86353	5.86353	5.38767	bin.060	47.0							Bacteria?					
16432	NODE_16433_length_7340_cov_4.347701	7340	6.79861	6.79861	7.00674	bin.060	46.0							Bacteria?					
