	seqname	contigLen	totalAvgDepth	080a2ed5-d944-4915-9236-64933bc4da51.inter.fastq.sam.sorted.bam	080a2ed5-d944-4915-9236-64933bc4da51.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
571	NODE_572_length_18037_cov_4.556557	18037	7.24308	7.24308	8.8099	bin.016	52.0							Bacteria?					
585	NODE_586_length_17579_cov_4.648083	17579	7.36864	7.36864	8.01425	bin.016	53.0							Bacteria?					
589	NODE_590_length_17453_cov_4.348603	17453	6.84563	6.84563	8.17884	bin.016	52.0	bin.016	0.667	0.0	0.013	0.007	0.667	dsDNAphage	17449.0	3.0	22.2	50.0	|full
591	NODE_592_length_17394_cov_4.048676	17394	6.42426	6.42426	7.5012	bin.016	55.0							Bacteria?					
593	NODE_594_length_17363_cov_4.352958	17363	6.85331	6.85331	8.21695	bin.016	52.0							Bacteria?					
598	NODE_599_length_17218_cov_4.066480	17218	6.46379	6.46379	7.91419	bin.016	57.0							Bacteria?					
599	NODE_600_length_17174_cov_4.367136	17174	6.89932	6.89932	8.20284	bin.016	52.0							Bacteria?					
600	NODE_601_length_17167_cov_4.155446	17167	6.54869	6.54869	7.05778	bin.016	53.0							Bacteria?					
617	NODE_618_length_16762_cov_4.120907	16762	6.4879	6.4879	6.53764	bin.016	53.0							Bacteria?					
618	NODE_619_length_16722_cov_4.077158	16722	6.38227	6.38227	8.51177	bin.016	52.0							Bacteria?					
619	NODE_620_length_16704_cov_4.029311	16704	6.38432	6.38432	6.28261	bin.016	52.0							Bacteria?					
622	NODE_623_length_16660_cov_3.915628	16660	6.198	6.198	6.84581	bin.016	57.0							Bacteria?					
624	NODE_625_length_16630_cov_3.862745	16630	6.06098	6.06098	5.73252	bin.016	52.0							Bacteria?					
630	NODE_631_length_16472_cov_4.365170	16472	6.92201	6.92201	9.0839	bin.016	51.0	bin.016	0.9	0.067	0.107	0.58	0.9	dsDNAphage	16468.0	5.0	50.0	0.0	|full
631	NODE_632_length_16444_cov_5.104155	16444	8.05419	8.05419	8.96933	bin.016	50.0							Bacteria?					
632	NODE_633_length_16433_cov_4.218830	16433	6.43475	6.43475	6.75285	bin.016	52.0							Bacteria?					
637	NODE_638_length_16356_cov_4.487025	16356	7.1115	7.1115	7.77702	bin.016	55.0							Bacteria?					
646	NODE_647_length_16203_cov_4.532388	16203	7.13979	7.13979	9.25897	bin.016	49.0							Bacteria?					
652	NODE_653_length_16044_cov_4.277691	16044	6.77885	6.77885	9.71965	bin.016	49.0							Bacteria?					
654	NODE_655_length_15973_cov_3.984295	15973	6.19503	6.19503	7.34564	bin.016	56.0							Bacteria?					
657	NODE_658_length_15896_cov_4.645793	15896	7.32732	7.32732	7.21449	bin.016	49.0							Bacteria?					
665	NODE_666_length_15852_cov_3.802178	15852	6.05038	6.05038	6.4666	bin.016	55.0							Bacteria?					
667	NODE_668_length_15821_cov_4.607954	15821	7.17529	7.17529	9.7064	bin.016	50.0							Bacteria?					
668	NODE_669_length_15817_cov_4.021000	15817	6.31506	6.31506	6.13857	bin.016	53.0							Bacteria?					
669	NODE_670_length_15801_cov_4.056141	15801	6.3916	6.3916	6.49417	bin.016	47.0							Bacteria?					
673	NODE_674_length_15771_cov_4.235365	15771	6.62915	6.62915	8.1043	bin.016	51.0							Bacteria?					
676	NODE_677_length_15720_cov_3.672071	15720	5.78362	5.78362	6.50241	bin.016	52.0							Bacteria?					
677	NODE_678_length_15681_cov_4.060540	15681	6.43706	6.43706	7.51669	bin.016	57.0							Bacteria?					
684	NODE_685_length_15592_cov_4.307975	15592	6.83305	6.83305	7.53627	bin.016	60.0							Bacteria?					
687	NODE_688_length_15481_cov_4.210943	15481	6.57981	6.57981	6.08426	bin.016	51.0							Bacteria?					
693	NODE_694_length_15246_cov_4.008294	15246	6.29047	6.29047	8.45008	bin.016	55.0							Bacteria?					
699	NODE_700_length_15201_cov_4.198666	15201	6.58222	6.58222	6.39149	bin.016	56.0							Bacteria?					
706	NODE_707_length_15028_cov_4.229413	15028	6.66104	6.66104	7.40951	bin.016	57.0							Bacteria?					
708	NODE_709_length_14946_cov_4.053052	14946	6.35706	6.35706	6.36927	bin.016	57.0							Bacteria?					
723	NODE_724_length_14732_cov_4.556381	14732	7.22617	7.22617	7.98038	bin.016	54.0							Bacteria?					
725	NODE_726_length_14727_cov_4.041780	14727	6.3522	6.3522	6.11143	bin.016	53.0							Bacteria?					
726	NODE_727_length_14684_cov_4.434411	14684	6.81072	6.81072	8.41468	bin.016	56.0							Bacteria?					
730	NODE_731_length_14664_cov_4.867890	14664	7.68134	7.68134	8.67865	bin.016	47.0							Bacteria?					
732	NODE_733_length_14648_cov_4.408004	14648	6.98689	6.98689	8.20725	bin.016	59.0							Bacteria?					
740	NODE_741_length_14451_cov_3.822937	14451	6.0279	6.0279	7.70913	bin.016	55.0							Bacteria?					
750	NODE_751_length_14308_cov_4.499333	14308	6.98693	6.98693	6.60347	bin.016	53.0							Bacteria?					
754	NODE_755_length_14258_cov_3.710061	14258	5.87475	5.87475	5.4436	bin.016	62.0							Bacteria?					
756	NODE_757_length_14221_cov_3.863829	14221	6.14732	6.14732	8.08749	bin.016	54.0							Bacteria?					
757	NODE_758_length_14209_cov_4.304437	14209	6.80482	6.80482	7.74942	bin.016	47.0							Bacteria?					
758	NODE_759_length_14187_cov_4.075644	14187	6.46691	6.46691	8.72419	bin.016	55.0							Bacteria?					
762	NODE_763_length_14153_cov_4.052490	14153	6.43905	6.43905	7.23389	bin.016	52.0							Bacteria?					
763	NODE_764_length_14149_cov_3.918973	14149	6.25138	6.25138	6.56245	bin.016	55.0							Bacteria?					
768	NODE_769_length_14137_cov_3.386877	14137	5.37585	5.37585	4.3766	bin.016	57.0							Bacteria?					
769	NODE_770_length_14108_cov_4.237316	14108	6.73793	6.73793	6.45974	bin.016	50.0							Bacteria?					
775	NODE_776_length_14040_cov_3.911262	14040	6.17581	6.17581	6.68591	bin.016	58.0							Bacteria?					
780	NODE_781_length_13970_cov_5.381387	13970	7.73821	7.73821	19.715	bin.016	54.0							Bacteria?					
784	NODE_785_length_13898_cov_3.485010	13898	5.52488	5.52488	5.20032	bin.016	58.0							Bacteria?					
786	NODE_787_length_13841_cov_3.801973	13841	5.9859	5.9859	6.79357	bin.016	53.0							Bacteria?					
814	NODE_815_length_13443_cov_4.067224	13443	6.22358	6.22358	6.72831	bin.016	54.0							Bacteria?					
815	NODE_816_length_13416_cov_4.170122	13416	6.51055	6.51055	6.76781	bin.016	54.0							Bacteria?					
816	NODE_817_length_13415_cov_4.740344	13415	7.52326	7.52326	9.13672	bin.016	49.0							Bacteria?					
822	NODE_823_length_13379_cov_3.855899	13379	6.12903	6.12903	6.25441	bin.016	55.0							Bacteria?					
823	NODE_824_length_13374_cov_4.396651	13374	6.98102	6.98102	9.11426	bin.016	53.0							Bacteria?					
825	NODE_826_length_13339_cov_4.019648	13339	6.34862	6.34862	7.63397	bin.016	53.0							Bacteria?					
831	NODE_832_length_13272_cov_3.958765	13272	6.17116	6.17116	6.73332	bin.016	56.0							Bacteria?					
842	NODE_843_length_13106_cov_3.805992	13106	6.04917	6.04917	5.7903	bin.016	53.0							Bacteria?					
844	NODE_845_length_13077_cov_3.696590	13077	5.81504	5.81504	6.43539	bin.016	53.0							Bacteria?					
853	NODE_854_length_12945_cov_4.297750	12945	6.84893	6.84893	7.98682	bin.016	55.0							Bacteria?					
854	NODE_855_length_12942_cov_4.167223	12942	6.57059	6.57059	7.3229	bin.016	52.0							Bacteria?					
856	NODE_857_length_12918_cov_3.648760	12918	5.75564	5.75564	6.89054	bin.016	57.0							Bacteria?					
861	NODE_862_length_12877_cov_4.203790	12877	6.63605	6.63605	9.71345	bin.016	50.0							Bacteria?					
867	NODE_868_length_12771_cov_3.841145	12771	6.02884	6.02884	5.22512	bin.016	53.0							Bacteria?					
880	NODE_881_length_12611_cov_3.742354	12611	5.9565	5.9565	4.87486	bin.016	52.0							Bacteria?					
881	NODE_882_length_12579_cov_4.303497	12579	6.70561	6.70561	8.69301	bin.016	53.0							Bacteria?					
890	NODE_891_length_12482_cov_4.329927	12482	6.8825	6.8825	6.8271	bin.016	57.0							Bacteria?					
891	NODE_892_length_12464_cov_4.216133	12464	6.66136	6.66136	6.35417	bin.016	55.0							Bacteria?					
918	NODE_919_length_12235_cov_3.892529	12235	6.15333	6.15333	6.77442	bin.016	55.0							Bacteria?					
919	NODE_920_length_12226_cov_4.694520	12226	7.39458	7.39458	8.05235	bin.016	53.0							Bacteria?					
932	NODE_933_length_12097_cov_3.952832	12097	6.28668	6.28668	7.52669	bin.016	55.0							Bacteria?					
934	NODE_935_length_12056_cov_4.516874	12056	7.17369	7.17369	7.08297	bin.016	52.0							Bacteria?					
940	NODE_941_length_12027_cov_3.805212	12027	6.06593	6.06593	8.69096	bin.016	55.0							Bacteria?					
949	NODE_950_length_11962_cov_4.022340	11962	6.1661	6.1661	8.2877	bin.016	52.0							Bacteria?					
950	NODE_951_length_11956_cov_3.721536	11956	5.87337	5.87337	7.67788	bin.016	50.0							Bacteria?					
957	NODE_958_length_11835_cov_4.189219	11835	6.59863	6.59863	6.08021	bin.016	54.0							Bacteria?					
959	NODE_960_length_11829_cov_3.762358	11829	5.99187	5.99187	6.44507	bin.016	57.0							Bacteria?					
968	NODE_969_length_11753_cov_3.956488	11753	6.27415	6.27415	9.31725	bin.016	54.0							Bacteria?					
973	NODE_974_length_11677_cov_4.456892	11677	7.06454	7.06454	9.4085	bin.016	52.0							Bacteria?					
976	NODE_977_length_11633_cov_3.909224	11633	6.1821	6.1821	7.44106	bin.016	51.0							Bacteria?					
981	NODE_982_length_11575_cov_4.285243	11575	6.71335	6.71335	6.45361	bin.016	53.0							Bacteria?					
989	NODE_990_length_11459_cov_3.984655	11459	6.31073	6.31073	8.40838	bin.016	52.0							Bacteria?					
997	NODE_998_length_11352_cov_3.998584	11352	6.32342	6.32342	6.50446	bin.016	51.0							Bacteria?					
1002	NODE_1003_length_11297_cov_3.866394	11297	6.12568	6.12568	4.86163	bin.016	57.0							Bacteria?					
1061	NODE_1062_length_10809_cov_4.401618	10809	6.94953	6.94953	7.67146	bin.016	54.0							Bacteria?					
1084	NODE_1085_length_10635_cov_3.728544	10635	5.93734	5.93734	5.32359	bin.016	57.0							Bacteria?					
1086	NODE_1087_length_10615_cov_3.584470	10615	5.64453	5.64453	6.4257	bin.016	60.0							Bacteria?					
1090	NODE_1091_length_10578_cov_4.042954	10578	6.39097	6.39097	6.99367	bin.016	59.0							Bacteria?					
1106	NODE_1107_length_10463_cov_3.738374	10463	5.88762	5.88762	5.34726	bin.016	56.0							Bacteria?					
1107	NODE_1108_length_10446_cov_4.024733	10446	6.37277	6.37277	6.28224	bin.016	57.0							Bacteria?					
1114	NODE_1115_length_10400_cov_5.093572	10400	8.02966	8.02966	7.84292	bin.016	48.0							Bacteria?					
1115	NODE_1116_length_10394_cov_4.166651	10394	6.58864	6.58864	7.99989	bin.016	49.0							Bacteria?					
1127	NODE_1128_length_10312_cov_4.038120	10312	6.3578	6.3578	5.87336	bin.016	55.0							Bacteria?					
1129	NODE_1130_length_10301_cov_3.699297	10301	5.77579	5.77579	7.62075	bin.016	52.0							Bacteria?					
1131	NODE_1132_length_10299_cov_4.155896	10299	6.54143	6.54143	8.24715	bin.016	52.0							Bacteria?					
1133	NODE_1134_length_10294_cov_4.408341	10294	7.00877	7.00877	6.77463	bin.016	55.0							Bacteria?					
1136	NODE_1137_length_10274_cov_4.214405	10274	6.67859	6.67859	7.22059	bin.016	53.0							Bacteria?					
1147	NODE_1148_length_10197_cov_3.823506	10197	6.0434	6.0434	7.05276	bin.016	59.0							Bacteria?					
1149	NODE_1150_length_10190_cov_4.334188	10190	6.88695	6.88695	8.15162	bin.016	52.0							Bacteria?					
1152	NODE_1153_length_10175_cov_3.358202	10175	5.34015	5.34015	6.00039	bin.016	51.0							Bacteria?					
1157	NODE_1158_length_10139_cov_3.394486	10139	5.40194	5.40194	5.29067	bin.016	55.0							Bacteria?					
1161	NODE_1162_length_10129_cov_4.266925	10129	6.74557	6.74557	6.02344	bin.016	47.0							Bacteria?					
1162	NODE_1163_length_10105_cov_4.127264	10105	6.54997	6.54997	5.88726	bin.016	51.0							Bacteria?					
1164	NODE_1165_length_10092_cov_4.211318	10092	6.68819	6.68819	7.1501	bin.016	52.0							Bacteria?					
1180	NODE_1181_length_9997_cov_4.492758	9997	7.12552	7.12552	6.84969	bin.016	49.0							Bacteria?					
1181	NODE_1182_length_9995_cov_4.021932	9995	6.37247	6.37247	9.82895	bin.016	50.0							Bacteria?					
1183	NODE_1184_length_9983_cov_3.530822	9983	5.61944	5.61944	5.96986	bin.016	51.0							Bacteria?					
1187	NODE_1188_length_9976_cov_4.565568	9976	7.23957	7.23957	7.26971	bin.016	54.0							Bacteria?					
1192	NODE_1193_length_9934_cov_3.659682	9934	5.80816	5.80816	5.96657	bin.016	57.0							Bacteria?					
1197	NODE_1198_length_9902_cov_4.283538	9902	6.76436	6.76436	7.21597	bin.016	55.0							Bacteria?					
1202	NODE_1203_length_9886_cov_4.154918	9886	6.60939	6.60939	7.52553	bin.016	53.0							Bacteria?					
1209	NODE_1210_length_9845_cov_4.089785	9845	6.43951	6.43951	7.05734	bin.016	60.0							Bacteria?					
1210	NODE_1211_length_9834_cov_4.738317	9834	7.50847	7.50847	8.08664	bin.016	55.0							Bacteria?					
1212	NODE_1213_length_9825_cov_4.569089	9825	7.15731	7.15731	6.87215	bin.016	58.0							Bacteria?					
1213	NODE_1214_length_9821_cov_4.209810	9821	6.7144	6.7144	7.35338	bin.016	55.0							Bacteria?					
1214	NODE_1215_length_9818_cov_3.879443	9818	6.09185	6.09185	9.31656	bin.016	55.0							Bacteria?					
1215	NODE_1216_length_9815_cov_3.448668	9815	5.44087	5.44087	6.11916	bin.016	55.0							Bacteria?					
1222	NODE_1223_length_9760_cov_3.448120	9760	5.48824	5.48824	5.41828	bin.016	55.0							Bacteria?					
1223	NODE_1224_length_9758_cov_4.266000	9758	6.7959	6.7959	4.93684	bin.016	50.0							Bacteria?					
1262	NODE_1263_length_9526_cov_3.793475	9526	6.02485	6.02485	6.02296	bin.016	54.0							Bacteria?					
1264	NODE_1265_length_9515_cov_3.807294	9515	6.06033	6.06033	8.20624	bin.016	54.0							Bacteria?					
1274	NODE_1275_length_9429_cov_3.427032	9429	5.37073	5.37073	4.85798	bin.016	55.0							Bacteria?					
1279	NODE_1280_length_9363_cov_3.954985	9363	6.30772	6.30772	4.94833	bin.016	56.0							Bacteria?					
1281	NODE_1282_length_9347_cov_4.301442	9347	6.55703	6.55703	7.83049	bin.016	52.0							Bacteria?					
1289	NODE_1290_length_9321_cov_3.527628	9321	5.59993	5.59993	7.15438	bin.016	58.0							Bacteria?					
1290	NODE_1291_length_9320_cov_4.120885	9320	6.51341	6.51341	7.38994	bin.016	53.0							Bacteria?					
1293	NODE_1294_length_9312_cov_4.477368	9312	7.09834	7.09834	4.35044	bin.016	56.0							Bacteria?					
1300	NODE_1301_length_9258_cov_3.265457	9258	5.20081	5.20081	5.10295	bin.016	52.0							Bacteria?					
1311	NODE_1312_length_9181_cov_4.592045	9181	7.31934	7.31934	7.44717	bin.016	51.0							Bacteria?					
1314	NODE_1315_length_9169_cov_3.677310	9169	5.85109	5.85109	4.86297	bin.016	56.0							Bacteria?					
1322	NODE_1323_length_9134_cov_4.395198	9134	6.99399	6.99399	7.97879	bin.016	51.0							Bacteria?					
1324	NODE_1325_length_9130_cov_4.083857	9130	6.47673	6.47673	9.26721	bin.016	55.0							Bacteria?					
1340	NODE_1341_length_9040_cov_3.665776	9040	5.82002	5.82002	5.21407	bin.016	58.0							Bacteria?					
1342	NODE_1343_length_9033_cov_4.505012	9033	6.9087	6.9087	8.75595	bin.016	52.0							Bacteria?					
1370	NODE_1371_length_8921_cov_4.241259	8921	6.62513	6.62513	6.55233	bin.016	50.0							Bacteria?					
1376	NODE_1377_length_8893_cov_3.879271	8893	6.18609	6.18609	5.31069	bin.016	53.0							Bacteria?					
1396	NODE_1397_length_8781_cov_3.861792	8781	6.11192	6.11192	6.73911	bin.016	55.0							Bacteria?					
1403	NODE_1404_length_8728_cov_3.473193	8728	5.46782	5.46782	7.18019	bin.016	58.0							Bacteria?					
1427	NODE_1428_length_8584_cov_4.633369	8584	7.31385	7.31385	10.1361	bin.016	51.0							Bacteria?					
1428	NODE_1429_length_8579_cov_3.860629	8579	6.04971	6.04971	5.72393	bin.016	59.0							Bacteria?					
1430	NODE_1431_length_8560_cov_4.030335	8560	6.41665	6.41665	9.0534	bin.016	49.0							Bacteria?					
1438	NODE_1439_length_8545_cov_3.668316	8545	5.82871	5.82871	8.57673	bin.016	55.0							Bacteria?					
1441	NODE_1442_length_8542_cov_3.904913	8542	6.20555	6.20555	6.93952	bin.016	56.0							Bacteria?					
1447	NODE_1448_length_8518_cov_4.684273	8518	7.46893	7.46893	10.4899	bin.016	55.0							Bacteria?					
1448	NODE_1449_length_8512_cov_4.630484	8512	7.31595	7.31595	7.97235	bin.016	55.0							Bacteria?					
1449	NODE_1450_length_8508_cov_3.653259	8508	5.75329	5.75329	6.81181	bin.016	56.0							Bacteria?					
1450	NODE_1451_length_8504_cov_7.036691	8504	10.8013	10.8013	80.8795	bin.016	50.0							Bacteria?					
1459	NODE_1460_length_8467_cov_4.698407	8467	7.48287	7.48287	10.0826	bin.016	50.0							Bacteria?					
1460	NODE_1461_length_8466_cov_4.092855	8466	6.45803	6.45803	6.27143	bin.016	56.0							Bacteria?					
1474	NODE_1475_length_8421_cov_3.668778	8421	5.84041	5.84041	6.4771	bin.016	56.0							Bacteria?					
1478	NODE_1479_length_8398_cov_4.063886	8398	6.45417	6.45417	7.25918	bin.016	53.0							Bacteria?					
1480	NODE_1481_length_8394_cov_3.946277	8394	6.15781	6.15781	7.58074	bin.016	56.0							Bacteria?					
1496	NODE_1497_length_8318_cov_3.955343	8318	6.25086	6.25086	6.46353	bin.016	57.0							Bacteria?					
1501	NODE_1502_length_8288_cov_4.388072	8288	6.99189	6.99189	10.0378	bin.016	49.0							Bacteria?					
1502	NODE_1503_length_8284_cov_3.984202	8284	6.2792	6.2792	6.47229	bin.016	47.0							Bacteria?					
1521	NODE_1522_length_8211_cov_4.293158	8211	6.72274	6.72274	9.63997	bin.016	52.0							Bacteria?					
1530	NODE_1531_length_8180_cov_3.777600	8180	6.00187	6.00187	5.64913	bin.016	57.0							Bacteria?					
1531	NODE_1532_length_8176_cov_3.927595	8176	6.232	6.232	5.76847	bin.016	56.0							Bacteria?					
1536	NODE_1537_length_8149_cov_4.608970	8149	7.18765	7.18765	7.51225	bin.016	53.0							Bacteria?					
1545	NODE_1546_length_8123_cov_4.353867	8123	6.55374	6.55374	5.76031	bin.016	55.0							Bacteria?					
1548	NODE_1549_length_8109_cov_3.566923	8109	5.58877	5.58877	4.09583	bin.016	53.0							Bacteria?					
1551	NODE_1552_length_8090_cov_4.824269	8090	7.65806	7.65806	9.02515	bin.016	52.0							Bacteria?					
1553	NODE_1554_length_8085_cov_3.906600	8085	6.20479	6.20479	8.85504	bin.016	54.0							Bacteria?					
1559	NODE_1560_length_8068_cov_3.968052	8068	6.30589	6.30589	6.85347	bin.016	59.0							Bacteria?					
1565	NODE_1566_length_8048_cov_4.618041	8048	7.24272	7.24272	8.45213	bin.016	51.0							Bacteria?					
1575	NODE_1576_length_8003_cov_4.323352	8003	6.85547	6.85547	7.26157	bin.016	49.0							Bacteria?					
1582	NODE_1583_length_7982_cov_3.825911	7982	6.05388	6.05388	5.72642	bin.016	55.0							Bacteria?					
1594	NODE_1595_length_7949_cov_4.132379	7949	6.58277	6.58277	7.70411	bin.016	55.0							Bacteria?					
1600	NODE_1601_length_7934_cov_4.117908	7934	6.55164	6.55164	5.08873	bin.016	55.0	bin.016	0.127	0.013	0.227	0.54	0.54	NCLDV	7699.0	0.0	14.3	0.0	|full
1611	NODE_1612_length_7911_cov_3.882001	7911	6.18039	6.18039	6.07114	bin.016	53.0							Bacteria?					
1612	NODE_1613_length_7907_cov_3.824758	7907	6.02578	6.02578	5.79488	bin.016	60.0							Bacteria?					
1613	NODE_1614_length_7903_cov_3.883155	7903	6.15143	6.15143	7.1454	bin.016	52.0							Bacteria?					
1618	NODE_1619_length_7890_cov_3.962221	7890	6.27739	6.27739	6.63354	bin.016	54.0							Bacteria?					
1619	NODE_1620_length_7888_cov_4.231201	7888	6.71026	6.71026	7.66329	bin.016	57.0							Bacteria?					
1628	NODE_1629_length_7859_cov_4.028063	7859	6.36516	6.36516	6.6374	bin.016	51.0							Bacteria?					
1634	NODE_1635_length_7845_cov_4.200642	7845	6.65666	6.65666	5.93956	bin.016	54.0							Bacteria?					
1647	NODE_1648_length_7811_cov_4.296802	7811	6.78945	6.78945	8.98442	bin.016	55.0							Bacteria?					
1654	NODE_1655_length_7781_cov_4.230520	7781	6.73778	6.73778	6.27976	bin.016	55.0							Bacteria?					
1670	NODE_1671_length_7729_cov_3.796586	7729	6.09724	6.09724	6.34698	bin.016	56.0							Bacteria?					
1679	NODE_1680_length_7701_cov_3.740126	7701	5.95842	5.95842	7.52318	bin.016	55.0							Bacteria?					
1696	NODE_1697_length_7657_cov_4.398053	7657	6.73372	6.73372	8.54351	bin.016	54.0							Bacteria?					
1745	NODE_1746_length_7509_cov_3.925007	7509	6.2234	6.2234	7.0485	bin.016	55.0							Bacteria?					
1763	NODE_1764_length_7459_cov_4.325770	7459	6.7135	6.7135	7.76823	bin.016	50.0							Bacteria?					
1766	NODE_1767_length_7444_cov_4.411558	7444	6.91911	6.91911	7.71647	bin.016	56.0							Bacteria?					
1780	NODE_1781_length_7417_cov_4.320701	7417	6.85537	6.85537	7.71188	bin.016	54.0							Bacteria?					
1797	NODE_1798_length_7377_cov_3.786943	7377	5.95932	5.95932	6.33466	bin.016	52.0							Bacteria?					
1800	NODE_1801_length_7365_cov_3.851300	7365	6.11753	6.11753	6.65275	bin.016	57.0							Bacteria?					
1821	NODE_1822_length_7273_cov_4.242311	7273	6.80556	6.80556	8.07637	bin.016	47.0							Bacteria?					
1832	NODE_1833_length_7238_cov_3.994710	7238	6.36611	6.36611	6.84845	bin.016	59.0							Bacteria?					
1833	NODE_1834_length_7237_cov_3.581454	7237	5.68266	5.68266	5.00846	bin.016	53.0							Bacteria?					
1840	NODE_1841_length_7219_cov_3.712032	7219	5.8741	5.8741	6.33101	bin.016	56.0							Bacteria?					
1850	NODE_1851_length_7192_cov_4.361917	7192	6.9175	6.9175	10.4199	bin.016	50.0							Bacteria?					
1874	NODE_1875_length_7143_cov_3.948363	7143	6.30516	6.30516	5.78393	bin.016	53.0							Bacteria?					
1883	NODE_1884_length_7123_cov_4.516271	7123	7.11803	7.11803	4.82102	bin.016	58.0							Bacteria?					
1897	NODE_1898_length_7054_cov_4.026432	7054	6.38992	6.38992	8.34863	bin.016	55.0							Bacteria?					
1903	NODE_1904_length_7036_cov_4.096261	7036	6.46384	6.46384	6.99566	bin.016	51.0	bin.016	0.2	0.147	0.32	0.673	0.673	NCLDV	6859.0	0.0	50.0	0.0	|full
1904	NODE_1905_length_7030_cov_3.494337	7030	5.57558	5.57558	4.94673	bin.016	59.0							Bacteria?					
1916	NODE_1917_length_6998_cov_4.943972	6998	7.55403	7.55403	8.83941	bin.016	56.0							Bacteria?					
1959	NODE_1960_length_6877_cov_3.909411	6877	6.23978	6.23978	11.45	bin.016	56.0							Bacteria?					
1973	NODE_1974_length_6837_cov_3.775582	6837	5.90564	5.90564	6.01461	bin.016	57.0							Bacteria?					
1992	NODE_1993_length_6779_cov_3.259072	6779	5.2124	5.2124	5.66042	bin.016	58.0							Bacteria?					
2032	NODE_2033_length_6680_cov_4.986566	6680	7.88913	7.88913	7.17844	bin.016	57.0							Bacteria?					
2039	NODE_2040_length_6669_cov_4.717569	6669	7.50314	7.50314	10.0368	bin.016	50.0							Bacteria?					
2051	NODE_2052_length_6628_cov_4.357980	6628	6.92945	6.92945	5.70712	bin.016	55.0							Bacteria?					
