	seqname	contigLen	totalAvgDepth	a20d9c2a-d9de-4901-a3a6-c2a954fcfdf4.inter.fastq.sam.sorted.bam	a20d9c2a-d9de-4901-a3a6-c2a954fcfdf4.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
21177	NODE_21177_length_6949_cov_7.800261	6949.0	11.9807	11.9807	13.7313	bin.047	63.0							Bacteria?					
21178	NODE_21178_length_6949_cov_3.953148	6949.0	5.25268	5.25268	8.66621	bin.047	57.0							Bacteria?					
21180	NODE_21180_length_6949_cov_3.729910	6949.0	5.89013	5.89013	6.9175	bin.047	61.0							Bacteria?					
21185	NODE_21185_length_6948_cov_5.990715	6948.0	9.11445	9.11445	15.5624	bin.047	62.0							Bacteria?					
21191	NODE_21191_length_6946_cov_4.526774	6946.0	7.43761	7.43761	5.74131	bin.047	62.0							Bacteria?					
21194	NODE_21194_length_6946_cov_2.921927	6946.0	4.23705	4.23705	5.40604	bin.047	57.0							Bacteria?					
21196	NODE_21196_length_6945_cov_2.975472	6945.0	5.00559	5.00559	5.13978	bin.047	58.0							Bacteria?					
21197	NODE_21197_length_6944_cov_6.997097	6944.0	10.494	10.494	12.4818	bin.047	59.0							Bacteria?					
21201	NODE_21201_length_6944_cov_3.275512	6944.0	5.11687	5.11687	6.01276	bin.047	58.0							Bacteria?					
21205	NODE_21205_length_6943_cov_3.438879	6943.0	5.19859	5.19859	6.47955	bin.047	55.0							Bacteria?					
21208	NODE_21208_length_6942_cov_4.501089	6942.0	6.95495	6.95495	7.18177	bin.047	61.0							Bacteria?					
21209	NODE_21209_length_6942_cov_3.590678	6942.0	5.88221	5.88221	7.62224	bin.047	58.0							Bacteria?					
21210	NODE_21210_length_6942_cov_2.948454	6942.0	4.74558	4.74558	4.06049	bin.047	58.0							Bacteria?					
21211	NODE_21211_length_6942_cov_2.923043	6942.0	4.50883	4.50883	4.46474	bin.047	56.0							Bacteria?					
21212	NODE_21212_length_6941_cov_6.024833	6941.0	9.02003	9.02003	12.0741	bin.047	59.0							Bacteria?					
21214	NODE_21214_length_6940_cov_6.719826	6940.0	10.7738	10.7738	15.7525	bin.047	62.0							Bacteria?					
21216	NODE_21216_length_6940_cov_4.889615	6940.0	7.79809	7.79809	7.3389	bin.047	61.0							Bacteria?					
21220	NODE_21220_length_6939_cov_4.758571	6939.0	7.31669	7.31669	7.84252	bin.047	60.0							Bacteria?					
21225	NODE_21225_length_6938_cov_3.222577	6938.0	5.11167	5.11167	4.6349	bin.047	58.0							Bacteria?					
21235	NODE_21235_length_6936_cov_4.048539	6936.0	6.48394	6.48394	6.89002	bin.047	62.0							Bacteria?					
21236	NODE_21236_length_6936_cov_3.108996	6936.0	4.89346	4.89346	6.02215	bin.047	60.0							Bacteria?					
21244	NODE_21244_length_6934_cov_4.788051	6934.0	6.96757	6.96757	10.2845	bin.047	64.0							Bacteria?					
21245	NODE_21245_length_6934_cov_4.128943	6934.0	6.57739	6.57739	5.85274	bin.047	57.0							Bacteria?					
21250	NODE_21250_length_6933_cov_3.511050	6933.0	5.23176	5.23176	6.30714	bin.047	57.0							Bacteria?					
21252	NODE_21252_length_6932_cov_5.183219	6932.0	7.79917	7.79917	9.81825	bin.047	55.0							Bacteria?					
21253	NODE_21253_length_6932_cov_4.106878	6932.0	6.68284	6.68284	6.08691	bin.047	63.0							Bacteria?					
21255	NODE_21255_length_6932_cov_3.503126	6932.0	5.7831	5.7831	5.62923	bin.047	58.0							Bacteria?					
21256	NODE_21256_length_6932_cov_2.891522	6932.0	4.66588	4.66588	3.29638	bin.047	52.0							Bacteria?					
21260	NODE_21260_length_6930_cov_3.195636	6930.0	5.12478	5.12478	6.12581	bin.047	61.0							Bacteria?					
21261	NODE_21261_length_6929_cov_6.687809	6929.0	10.508	10.508	14.2233	bin.047	60.0							Bacteria?					
21263	NODE_21263_length_6929_cov_3.519057	6929.0	5.86488	5.86488	5.98757	bin.047	60.0							Bacteria?					
21268	NODE_21268_length_6927_cov_4.952270	6927.0	7.83208	7.83208	10.9355	bin.047	58.0							Bacteria?					
21269	NODE_21269_length_6927_cov_4.315192	6927.0	6.88682	6.88682	9.67795	bin.047	64.0							Bacteria?					
21273	NODE_21273_length_6927_cov_3.221042	6927.0	5.03718	5.03718	4.45177	bin.047	55.0							Bacteria?					
21279	NODE_21279_length_6924_cov_3.619886	6924.0	5.98671	5.98671	9.05831	bin.047	59.0							Bacteria?					
21280	NODE_21280_length_6924_cov_3.018343	6924.0	4.94759	4.94759	6.50793	bin.047	58.0							Bacteria?					
21286	NODE_21286_length_6922_cov_3.697539	6922.0	5.95983	5.95983	5.29308	bin.047	57.0							Bacteria?					
21289	NODE_21289_length_6921_cov_5.774541	6921.0	8.3673	8.3673	14.062	bin.047	59.0							Bacteria?					
21290	NODE_21290_length_6921_cov_3.697932	6921.0	5.94373	5.94373	5.34311	bin.047	55.0							Bacteria?					
21291	NODE_21291_length_6921_cov_3.605447	6921.0	5.91582	5.91582	5.3044	bin.047	59.0							Bacteria?					
21293	NODE_21293_length_6920_cov_10.752950	6920.0	16.4059	16.4059	17.3458	bin.047	59.0							Bacteria?					
21296	NODE_21296_length_6920_cov_3.772615	6920.0	6.03117	6.03117	6.41672	bin.047	54.0							Bacteria?					
21300	NODE_21300_length_6919_cov_3.562646	6919.0	4.96971	4.96971	5.78835	bin.047	62.0							Bacteria?					
21301	NODE_21301_length_6919_cov_3.522727	6919.0	5.45221	5.45221	4.93579	bin.047	62.0							Bacteria?					
21302	NODE_21302_length_6919_cov_3.299825	6919.0	5.29635	5.29635	4.12673	bin.047	54.0	bin.047	1.0	0.513	0.093	0.16	1.0	dsDNAphage	6917.0	1.0	14.3	0.0	|full
21303	NODE_21303_length_6919_cov_2.683566	6919.0	4.30979	4.30979	5.39051	bin.047	60.0							Bacteria?					
21304	NODE_21304_length_6918_cov_7.154306	6918.0	10.4016	10.4016	19.1026	bin.047	55.0							Bacteria?					
21305	NODE_21305_length_6918_cov_6.264607	6918.0	9.01345	9.01345	15.9996	bin.047	62.0							Bacteria?					
21306	NODE_21306_length_6918_cov_4.908932	6918.0	6.83422	6.83422	7.4544	bin.047	55.0	bin.047	0.993	0.227	0.16	0.28	0.993	dsDNAphage	6914.0	1.0	33.3	0.0	|full
21307	NODE_21307_length_6918_cov_4.171354	6918.0	6.56797	6.56797	4.45472	bin.047	61.0							Bacteria?					
21309	NODE_21309_length_6918_cov_3.298557	6918.0	5.46941	5.46941	7.56274	bin.047	61.0							Bacteria?					
21312	NODE_21312_length_6918_cov_2.607023	6918.0	3.89923	3.89923	3.09609	bin.047	60.0	bin.047	0.993	0.367	0.2	0.38	0.993	dsDNAphage	6915.0	1.0	12.5	0.0	|full
21314	NODE_21314_length_6917_cov_9.243515	6917.0	13.79	13.79	15.475	bin.047	59.0							Bacteria?					
21315	NODE_21315_length_6917_cov_3.932818	6917.0	6.20896	6.20896	9.00782	bin.047	54.0							Bacteria?					
21316	NODE_21316_length_6917_cov_3.400321	6917.0	5.44185	5.44185	4.67201	bin.047	54.0							Bacteria?					
21324	NODE_21324_length_6914_cov_3.766730	6914.0	6.16573	6.16573	5.55976	bin.047	61.0							Bacteria?					
21326	NODE_21326_length_6913_cov_5.389472	6913.0	8.36123	8.36123	12.1835	bin.047	59.0							Bacteria?					
21327	NODE_21327_length_6913_cov_4.334937	6913.0	6.77362	6.77362	10.621	bin.047	58.0							Bacteria?					
21329	NODE_21329_length_6913_cov_3.141149	6913.0	5.08118	5.08118	4.98957	bin.047	64.0							Bacteria?					
21330	NODE_21330_length_6913_cov_2.757364	6913.0	4.6642	4.6642	4.10009	bin.047	55.0							Bacteria?					
21332	NODE_21332_length_6912_cov_6.910602	6912.0	9.97072	9.97072	19.1629	bin.047	61.0							Bacteria?					
21334	NODE_21334_length_6911_cov_5.065490	6911.0	8.24242	8.24242	8.64197	bin.047	60.0							Bacteria?					
21337	NODE_21337_length_6911_cov_3.908401	6911.0	6.05029	6.05029	5.0567	bin.047	59.0							Bacteria?					
21339	NODE_21339_length_6911_cov_3.353996	6911.0	5.47094	5.47094	8.4905	bin.047	58.0							Bacteria?					
21340	NODE_21340_length_6910_cov_5.619694	6910.0	8.43609	8.43609	12.5818	bin.047	56.0							Bacteria?					
21342	NODE_21342_length_6910_cov_5.173304	6910.0	7.72707	7.72707	9.05941	bin.047	60.0							Bacteria?					
21347	NODE_21347_length_6909_cov_9.386052	6909.0	14.3866	14.3866	20.1119	bin.047	57.0							Bacteria?					
21349	NODE_21349_length_6909_cov_3.476364	6909.0	5.4693	5.4693	5.39236	bin.047	62.0							Bacteria?					
21351	NODE_21351_length_6909_cov_3.030493	6909.0	4.63308	4.63308	4.82273	bin.047	56.0							Bacteria?					
21355	NODE_21355_length_6908_cov_3.259302	6908.0	5.14339	5.14339	3.56348	bin.047	53.0	bin.047	0.9	0.047	0.04	0.06	0.9	dsDNAphage	6906.0	0.0	30.0	0.0	|full
21356	NODE_21356_length_6908_cov_3.215526	6908.0	5.20672	5.20672	4.05157	bin.047	59.0							Bacteria?					
21358	NODE_21358_length_6907_cov_5.031524	6907.0	7.08983	7.08983	16.3853	bin.047	59.0							Bacteria?					
21359	NODE_21359_length_6907_cov_4.913164	6907.0	7.76484	7.76484	8.7401	bin.047	62.0							Bacteria?					
21369	NODE_21369_length_6906_cov_2.935922	6906.0	4.78671	4.78671	4.30246	bin.047	55.0							Bacteria?					
21375	NODE_21375_length_6904_cov_5.966418	6904.0	8.9809	8.9809	14.9253	bin.047	57.0							Bacteria?					
21378	NODE_21378_length_6904_cov_2.990364	6904.0	4.95232	4.95232	7.0601	bin.047	55.0							Bacteria?					
21381	NODE_21381_length_6903_cov_4.174796	6903.0	6.48986	6.48986	6.02736	bin.047	63.0							Bacteria?					
21383	NODE_21383_length_6903_cov_2.914282	6903.0	4.70843	4.70843	4.51613	bin.047	57.0							Bacteria?					
21386	NODE_21386_length_6902_cov_6.105156	6902.0	9.98445	9.98445	17.1039	bin.047	56.0							Bacteria?					
21389	NODE_21389_length_6902_cov_3.534395	6902.0	5.70201	5.70201	7.27621	bin.047	59.0							Bacteria?					
21393	NODE_21393_length_6901_cov_3.602103	6901.0	5.60613	5.60613	4.71807	bin.047	59.0							Bacteria?					
21394	NODE_21394_length_6900_cov_6.840321	6900.0	9.77763	9.77763	12.1511	bin.047	61.0							Bacteria?					
21395	NODE_21395_length_6900_cov_6.695690	6900.0	10.7012	10.7012	15.3258	bin.047	63.0							Bacteria?					
21397	NODE_21397_length_6900_cov_4.575603	6900.0	7.43407	7.43407	9.57281	bin.047	63.0							Bacteria?					
21398	NODE_21398_length_6900_cov_4.184660	6900.0	6.67941	6.67941	8.27179	bin.047	55.0							Bacteria?					
21401	NODE_21401_length_6900_cov_3.357633	6900.0	5.52222	5.52222	4.12094	bin.047	60.0							Bacteria?					
21402	NODE_21402_length_6899_cov_11.069404	6899.0	17.6204	17.6204	22.7585	bin.047	55.0							Bacteria?					
21403	NODE_21403_length_6899_cov_8.914085	6899.0	13.1474	13.1474	18.0173	bin.047	59.0							Bacteria?					
21404	NODE_21404_length_6899_cov_4.222531	6899.0	6.83049	6.83049	8.55186	bin.047	54.0							Bacteria?					
21406	NODE_21406_length_6899_cov_3.816482	6899.0	6.18077	6.18077	6.90892	bin.047	55.0							Bacteria?					
21408	NODE_21408_length_6898_cov_11.987140	6898.0	7.56224	7.56224	26.084	bin.047	60.0							Bacteria?					
21413	NODE_21413_length_6898_cov_3.291247	6898.0	5.09573	5.09573	4.71835	bin.047	51.0							Bacteria?					
21414	NODE_21414_length_6898_cov_3.184714	6898.0	4.95895	4.95895	6.83192	bin.047	61.0							Bacteria?					
21415	NODE_21415_length_6898_cov_3.013006	6898.0	4.91953	4.91953	4.62574	bin.047	59.0							Bacteria?					
21418	NODE_21418_length_6897_cov_5.477053	6897.0	7.8131	7.8131	9.33225	bin.047	58.0							Bacteria?					
21420	NODE_21420_length_6897_cov_3.538293	6897.0	5.7138	5.7138	7.16192	bin.047	59.0							Bacteria?					
21424	NODE_21424_length_6896_cov_3.956293	6896.0	5.80329	5.80329	6.61287	bin.047	61.0							Bacteria?					
21425	NODE_21425_length_6896_cov_2.911124	6896.0	4.65417	4.65417	3.64533	bin.047	61.0							Bacteria?					
21426	NODE_21426_length_6895_cov_7.525000	6895.0	11.321	11.321	10.9825	bin.047	55.0							Bacteria?					
21427	NODE_21427_length_6895_cov_5.791082	6895.0	9.06657	9.06657	8.10246	bin.047	61.0							Bacteria?					
21429	NODE_21429_length_6895_cov_2.964474	6895.0	4.91683	4.91683	5.89534	bin.047	56.0							Bacteria?					
21431	NODE_21431_length_6894_cov_6.943267	6894.0	10.7693	10.7693	12.478	bin.047	57.0							Bacteria?					
21439	NODE_21439_length_6893_cov_3.839280	6893.0	6.07904	6.07904	8.15145	bin.047	56.0							Bacteria?					
21444	NODE_21444_length_6891_cov_8.645846	6891.0	13.3333	13.3333	22.9957	bin.047	58.0							Bacteria?					
21450	NODE_21450_length_6890_cov_3.460278	6890.0	5.50534	5.50534	5.77848	bin.047	62.0							Bacteria?					
21452	NODE_21452_length_6889_cov_3.374159	6889.0	5.12242	5.12242	6.30309	bin.047	59.0							Bacteria?					
21457	NODE_21457_length_6887_cov_6.917740	6887.0	10.0784	10.0784	11.5983	bin.047	54.0							Bacteria?					
21465	NODE_21465_length_6885_cov_7.732211	6885.0	11.2778	11.2778	18.1366	bin.047	60.0							Bacteria?					
21466	NODE_21466_length_6885_cov_6.344949	6885.0	9.98634	9.98634	11.0164	bin.047	61.0							Bacteria?					
21468	NODE_21468_length_6885_cov_4.141874	6885.0	6.67394	6.67394	5.66497	bin.047	59.0	bin.047	1.0	0.127	0.113	0.12	1.0	dsDNAphage	6884.0	1.0	35.3	5.9	|full
21475	NODE_21475_length_6883_cov_5.828793	6883.0	9.16932	9.16932	13.4796	bin.047	59.0							Bacteria?					
21476	NODE_21476_length_6883_cov_4.486965	6883.0	7.37962	7.37962	12.1042	bin.047	60.0							Bacteria?					
21477	NODE_21477_length_6883_cov_4.035296	6883.0	6.37799	6.37799	6.96164	bin.047	57.0							Bacteria?					
21478	NODE_21478_length_6883_cov_4.016842	6883.0	6.55339	6.55339	7.92646	bin.047	59.0							Bacteria?					
21479	NODE_21479_length_6883_cov_3.949619	6883.0	6.6278	6.6278	5.09288	bin.047	64.0							Bacteria?					
21482	NODE_21482_length_6881_cov_9.142983	6881.0	10.5222	10.5222	21.8264	bin.047	60.0							Bacteria?					
21483	NODE_21483_length_6881_cov_7.885292	6881.0	11.5986	11.5986	15.6796	bin.047	60.0							Bacteria?					
21484	NODE_21484_length_6881_cov_3.746411	6881.0	6.15228	6.15228	8.74654	bin.047	58.0							Bacteria?					
21485	NODE_21485_length_6881_cov_3.537943	6881.0	5.64938	5.64938	4.95706	bin.047	55.0							Bacteria?					
21492	NODE_21492_length_6879_cov_5.948710	6879.0	9.31297	9.31297	13.9524	bin.047	61.0							Bacteria?					
21493	NODE_21493_length_6879_cov_4.784730	6879.0	6.29276	6.29276	10.4491	bin.047	58.0							Bacteria?					
21495	NODE_21495_length_6879_cov_4.383353	6879.0	6.86224	6.86224	7.39604	bin.047	62.0							Bacteria?					
21499	NODE_21499_length_6878_cov_4.047047	6878.0	5.75609	5.75609	12.6662	bin.047	59.0							Bacteria?					
21508	NODE_21508_length_6876_cov_3.146899	6876.0	4.89548	4.89548	4.4582	bin.047	55.0							Bacteria?					
21509	NODE_21509_length_6876_cov_3.002052	6876.0	4.42001	4.42001	4.73511	bin.047	60.0							Bacteria?					
21511	NODE_21511_length_6875_cov_5.421114	6875.0	8.28089	8.28089	13.0655	bin.047	58.0							Bacteria?					
21512	NODE_21512_length_6875_cov_4.737977	6875.0	7.39212	7.39212	6.66677	bin.047	58.0							Bacteria?					
21513	NODE_21513_length_6875_cov_4.641056	6875.0	7.09874	7.09874	7.87084	bin.047	60.0							Bacteria?					
21514	NODE_21514_length_6875_cov_3.180059	6875.0	4.88684	4.88684	5.42644	bin.047	63.0							Bacteria?					
21515	NODE_21515_length_6875_cov_3.128152	6875.0	4.99807	4.99807	4.87908	bin.047	54.0							Bacteria?					
21518	NODE_21518_length_6874_cov_6.024050	6874.0	9.38876	9.38876	17.003	bin.047	60.0							Bacteria?					
21521	NODE_21521_length_6874_cov_3.424402	6874.0	5.56217	5.56217	5.67134	bin.047	61.0							Bacteria?					
21522	NODE_21522_length_6873_cov_4.163978	6873.0	6.94958	6.94958	8.46056	bin.047	57.0							Bacteria?					
21523	NODE_21523_length_6873_cov_4.119097	6873.0	6.58471	6.58471	5.73722	bin.047	61.0							Bacteria?					
21525	NODE_21525_length_6872_cov_10.436262	6872.0	15.6595	15.6595	12.4845	bin.047	54.0							Bacteria?					
21526	NODE_21526_length_6872_cov_4.300865	6872.0	5.83145	5.83145	6.34317	bin.047	57.0							Bacteria?					
21527	NODE_21527_length_6872_cov_3.318615	6872.0	5.12452	5.12452	4.19768	bin.047	63.0							Bacteria?					
21528	NODE_21528_length_6872_cov_2.852281	6872.0	4.80958	4.80958	3.69825	bin.047	62.0							Bacteria?					
21529	NODE_21529_length_6871_cov_3.765405	6871.0	5.99271	5.99271	7.39173	bin.047	59.0							Bacteria?					
21532	NODE_21532_length_6870_cov_9.376376	6870.0	13.5493	13.5493	25.4029	bin.047	60.0							Bacteria?					
21533	NODE_21533_length_6870_cov_4.684666	6870.0	7.73333	7.73333	8.46197	bin.047	61.0							Bacteria?					
21534	NODE_21534_length_6870_cov_3.551724	6870.0	5.66473	5.66473	6.84466	bin.047	59.0							Bacteria?					
21535	NODE_21535_length_6870_cov_3.457227	6870.0	5.46994	5.46994	5.8322	bin.047	55.0							Bacteria?					
21537	NODE_21537_length_6868_cov_4.099956	6868.0	6.75424	6.75424	7.27969	bin.047	58.0							Bacteria?					
21538	NODE_21538_length_6868_cov_3.891824	6868.0	6.0716	6.0716	8.22799	bin.047	59.0							Bacteria?					
21544	NODE_21544_length_6867_cov_3.319730	6867.0	5.43904	5.43904	4.90955	bin.047	57.0							Bacteria?					
21545	NODE_21545_length_6866_cov_3.709147	6866.0	5.92287	5.92287	6.53734	bin.047	53.0							Bacteria?					
21549	NODE_21549_length_6865_cov_14.474743	6865.0	20.0063	20.0063	30.54	bin.047	54.0							Bacteria?					
21551	NODE_21551_length_6865_cov_4.343319	6865.0	6.19285	6.19285	8.41581	bin.047	58.0							Bacteria?					
21552	NODE_21552_length_6865_cov_4.338032	6865.0	6.92524	6.92524	11.1783	bin.047	59.0							Bacteria?					
21558	NODE_21558_length_6864_cov_5.393744	6864.0	8.53992	8.53992	12.9956	bin.047	57.0							Bacteria?					
21559	NODE_21559_length_6864_cov_4.995741	6864.0	7.93491	7.93491	12.506	bin.047	59.0							Bacteria?					
21570	NODE_21570_length_6863_cov_3.262192	6863.0	5.17071	5.17071	5.75983	bin.047	61.0							Bacteria?					
21572	NODE_21572_length_6863_cov_2.790687	6863.0	4.60614	4.60614	4.51043	bin.047	63.0							Bacteria?					
21573	NODE_21573_length_6863_cov_2.360458	6863.0	3.82377	3.82377	3.33239	bin.047	60.0							Bacteria?					
21574	NODE_21574_length_6862_cov_8.945644	6862.0	13.6265	13.6265	19.4819	bin.047	61.0							Bacteria?					
21577	NODE_21577_length_6862_cov_3.174967	6862.0	5.36904	5.36904	3.84048	bin.047	57.0							Bacteria?					
21578	NODE_21578_length_6862_cov_2.859116	6862.0	4.45501	4.45501	4.11329	bin.047	64.0							Bacteria?					
21581	NODE_21581_length_6861_cov_4.636791	6861.0	7.17047	7.17047	6.22814	bin.047	57.0							Bacteria?					
21583	NODE_21583_length_6861_cov_3.667793	6861.0	5.88362	5.88362	6.05778	bin.047	58.0							Bacteria?					
21585	NODE_21585_length_6861_cov_2.755216	6861.0	4.45731	4.45731	4.49414	bin.047	59.0							Bacteria?					
21588	NODE_21588_length_6860_cov_7.772373	6860.0	11.4666	11.4666	19.4027	bin.047	60.0							Bacteria?					
21590	NODE_21590_length_6860_cov_4.483027	6860.0	7.06975	7.06975	9.33283	bin.047	57.0							Bacteria?					
21593	NODE_21593_length_6859_cov_6.489418	6859.0	10.1535	10.1535	11.7272	bin.047	61.0							Bacteria?					
21598	NODE_21598_length_6859_cov_2.790270	6859.0	4.45983	4.45983	2.73806	bin.047	55.0							Bacteria?					
21608	NODE_21608_length_6856_cov_6.442435	6856.0	9.8136	9.8136	11.1638	bin.047	59.0							Bacteria?					
21609	NODE_21609_length_6856_cov_4.933980	6856.0	7.40069	7.40069	8.12334	bin.047	56.0							Bacteria?					
21610	NODE_21610_length_6856_cov_4.063961	6856.0	6.19848	6.19848	7.64182	bin.047	61.0							Bacteria?					
21612	NODE_21612_length_6856_cov_2.618144	6856.0	4.35759	4.35759	5.96302	bin.047	60.0							Bacteria?					
21614	NODE_21614_length_6855_cov_5.947206	6855.0	8.15794	8.15794	8.57191	bin.047	59.0							Bacteria?					
21616	NODE_21616_length_6855_cov_3.409118	6855.0	5.41014	5.41014	4.10871	bin.047	58.0							Bacteria?					
21618	NODE_21618_length_6854_cov_9.186057	6854.0	14.4151	14.4151	21.4737	bin.047	56.0							Bacteria?					
21620	NODE_21620_length_6854_cov_5.799824	6854.0	8.03222	8.03222	11.112	bin.047	55.0							Bacteria?					
21621	NODE_21621_length_6853_cov_4.386290	6853.0	7.47665	7.47665	5.24032	bin.047	61.0							Bacteria?					
21623	NODE_21623_length_6853_cov_3.163136	6853.0	5.03491	5.03491	6.51221	bin.047	57.0							Bacteria?					
21624	NODE_21624_length_6853_cov_2.896440	6853.0	4.56572	4.56572	5.44061	bin.047	62.0							Bacteria?					
21625	NODE_21625_length_6853_cov_2.672698	6853.0	4.35119	4.35119	5.6195	bin.047	56.0	bin.047	0.287	0.007	0.613	0.26	0.613	lavidaviridae	6852.0	0.0	14.3	0.0	|full
21627	NODE_21627_length_6852_cov_4.457408	6852.0	6.55342	6.55342	9.59403	bin.047	56.0							Bacteria?					
21630	NODE_21630_length_6852_cov_4.010004	6852.0	6.33065	6.33065	6.06169	bin.047	58.0							Bacteria?					
21632	NODE_21632_length_6851_cov_4.545174	6851.0	7.00194	7.00194	9.62223	bin.047	56.0							Bacteria?					
21633	NODE_21633_length_6851_cov_4.523838	6851.0	7.09834	7.09834	10.2563	bin.047	59.0							Bacteria?					
21636	NODE_21636_length_6851_cov_2.738964	6851.0	4.62662	4.62662	4.04206	bin.047	62.0							Bacteria?					
21637	NODE_21637_length_6850_cov_2.925828	6850.0	4.89448	4.89448	4.59746	bin.047	55.0							Bacteria?					
21639	NODE_21639_length_6849_cov_7.801884	6849.0	11.7553	11.7553	21.7108	bin.047	58.0							Bacteria?					
21641	NODE_21641_length_6849_cov_6.438181	6849.0	10.3569	10.3569	14.5817	bin.047	60.0							Bacteria?					
21644	NODE_21644_length_6849_cov_3.344274	6849.0	5.36707	5.36707	6.27507	bin.047	61.0							Bacteria?					
21645	NODE_21645_length_6849_cov_3.239770	6849.0	5.3502	5.3502	3.5355	bin.047	54.0							Bacteria?					
21648	NODE_21648_length_6848_cov_4.546298	6848.0	6.9997	6.9997	6.76877	bin.047	53.0							Bacteria?					
21649	NODE_21649_length_6848_cov_3.598852	6848.0	5.42192	5.42192	5.17382	bin.047	62.0							Bacteria?					
21650	NODE_21650_length_6848_cov_3.422494	6848.0	5.60093	5.60093	7.05651	bin.047	62.0							Bacteria?					
21652	NODE_21652_length_6847_cov_3.262220	6847.0	5.47126	5.47126	6.5476	bin.047	56.0							Bacteria?					
21653	NODE_21653_length_6846_cov_5.571492	6846.0	8.85529	8.85529	10.5106	bin.047	62.0							Bacteria?					
21654	NODE_21654_length_6846_cov_4.572081	6846.0	7.14098	7.14098	7.7346	bin.047	57.0							Bacteria?					
