	seqname	contigLen	totalAvgDepth	4ffd0a6c-7ea3-4023-b6c1-f92716821c2c.inter.fastq.sam.sorted.bam	4ffd0a6c-7ea3-4023-b6c1-f92716821c2c.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
5024	NODE_5025_length_5002_cov_5.907621	5002	7.84852	7.84852	11.911	bin.001	57	bin.001	0.8	0.22	0.587	0.32	0.8	dsDNAphage	4999.0	0.0	20.0	0.0	|full
5025	NODE_5026_length_5002_cov_3.943602	5002	5.97135	5.97135	4.53329	bin.001	58							Bacteria?					
5026	NODE_5027_length_5000_cov_3.915268	5000	6.05113	6.05113	6.93987	bin.001	57							Bacteria?					
32	NODE_33_length_71040_cov_5.936719	71040	8.93789	8.93789	11.7352	bin.002	52							Bacteria?					
36	NODE_37_length_66542_cov_6.159550	66542	4.68331	4.68331	28.0655	bin.002	51							Bacteria?					
38	NODE_39_length_65715_cov_5.802345	65715	8.76164	8.76164	10.3952	bin.002	52							Bacteria?					
44	NODE_45_length_58078_cov_6.437206	58078	9.67551	9.67551	13.9719	bin.002	52							Bacteria?					
124	NODE_125_length_32491_cov_6.490782	32491	9.83185	9.83185	12.4096	bin.002	50							Bacteria?					
148	NODE_149_length_29207_cov_6.241596	29207	9.44709	9.44709	12.3061	bin.002	52							Bacteria?					
184	NODE_185_length_25618_cov_5.763838	25618	8.80104	8.80104	11.9115	bin.002	52							Bacteria?					
242	NODE_243_length_21490_cov_5.833357	21490	8.79869	8.79869	9.59422	bin.002	52							Bacteria?					
350	NODE_351_length_18116_cov_5.887271	18116	9.08054	9.08054	11.9039	bin.002	52							Bacteria?					
533	NODE_534_length_15199_cov_5.749670	15199	8.612	8.612	12.4756	bin.002	54							Bacteria?					
600	NODE_601_length_14438_cov_6.263992	14438	9.41671	9.41671	11.3827	bin.002	52							Bacteria?					
753	NODE_754_length_12714_cov_6.092424	12714	9.03693	9.03693	12.6344	bin.002	53							Bacteria?					
768	NODE_769_length_12628_cov_6.011692	12628	8.97083	8.97083	11.8229	bin.002	51							Bacteria?					
1025	NODE_1026_length_10926_cov_6.280563	10926	9.48181	9.48181	11.5363	bin.002	49							Bacteria?					
1093	NODE_1094_length_10655_cov_5.309245	10655	8.05264	8.05264	9.6079	bin.002	54							Bacteria?					
1128	NODE_1129_length_10504_cov_6.625036	10504	10.1881	10.1881	13.5448	bin.002	50							Bacteria?					
1189	NODE_1190_length_10198_cov_6.609780	10198	9.94845	9.94845	11.7873	bin.002	52							Bacteria?					
1207	NODE_1208_length_10128_cov_5.803931	10128	8.81219	8.81219	11.0892	bin.002	54							Bacteria?					
1452	NODE_1453_length_9295_cov_5.241991	9295	7.88792	7.88792	7.63474	bin.002	55							Bacteria?					
2408	NODE_2409_length_7162_cov_6.616294	7162	10.0133	10.0133	18.0579	bin.002	54							Bacteria?					
2427	NODE_2428_length_7141_cov_6.150296	7141	9.41296	9.41296	11.6042	bin.002	52							Bacteria?					
4701	NODE_4702_length_5173_cov_6.398202	5173	9.87756	9.87756	20.4836	bin.002	51							Bacteria?					
35	NODE_36_length_67653_cov_5.458327	67653	8.18484	8.18484	9.87084	bin.003	62	bin.003	0.92	0.007	0.04	0.36	0.92	dsDNAphage	67560.0	1.0	18.8	2.6	|full
52	NODE_53_length_53429_cov_5.263799	53429	7.97003	7.97003	9.90066	bin.003	61	bin.003	0.973	0.0	0.12	0.213	0.973	dsDNAphage	53429.0	2.0	36.5	5.8	|full
70	NODE_71_length_44522_cov_5.308498	44522	7.88889	7.88889	9.41765	bin.003	62	bin.003	0.64	0.053	0.013	0.08	0.64	dsDNAphage	44519.0	0.0	11.1	2.8	|full
71	NODE_72_length_44502_cov_5.129413	44502	7.69823	7.69823	9.96538	bin.003	61	bin.003	0.86	0.0	0.133	0.173	0.86	dsDNAphage	40872.0	0.0	25.8	3.2	|full
165	NODE_166_length_27494_cov_5.399431	27494	8.14212	8.14212	8.37881	bin.003	61	bin.003	0.687	0.047	0.147	0.54	0.687	dsDNAphage	27374.0	0.0	10.5	0.0	|full
209	NODE_210_length_23306_cov_5.685863	23306	8.5903	8.5903	12.7096	bin.003	61	bin.003	0.667	0.0	0.32	0.193	0.667	dsDNAphage	23142.0	0.0	20.7	0.0	|full
423	NODE_424_length_16713_cov_5.421719	16713	8.05271	8.05271	8.70107	bin.003	61	bin.003	0.867	0.1	0.207	0.027	0.867	dsDNAphage	16124.0	0.0	11.9	0.0	|full
432	NODE_433_length_16500_cov_5.901672	16500	8.9855	8.9855	10.6186	bin.003	60	bin.003	0.14	0.007	0.52	0.453	0.52	lavidaviridae	16498.0	0.0	18.8	0.0	|full
796	NODE_797_length_12393_cov_5.698330	12393	8.64927	8.64927	8.25502	bin.003	61	bin.003	0.993	0.16	0.373	0.873	0.993	dsDNAphage	12322.0	1.0	35.7	0.0	|full
831	NODE_832_length_12092_cov_5.537260	12092	8.27918	8.27918	11.4142	bin.003	61	bin.003	0.527	0.0	0.053	0.027	0.527	dsDNAphage	12090.0	0.0	29.4	5.9	|full
1143	NODE_1144_length_10393_cov_5.506481	10393	8.28868	8.28868	11.7926	bin.003	62	bin.003	0.767	0.02	0.433	0.14	0.767	dsDNAphage	10393.0	0.0	45.5	0.0	|full
1174	NODE_1175_length_10249_cov_5.524426	10249	8.35875	8.35875	11.5713	bin.003	61							Bacteria?					
1420	NODE_1421_length_9380_cov_5.024450	9380	7.64637	7.64637	7.21919	bin.003	61	bin.003	1.0	0.413	0.633	0.373	1.0	dsDNAphage	9283.0	2.0	50.0	0.0	|full
1526	NODE_1527_length_9067_cov_5.526631	9067	8.38769	8.38769	8.33323	bin.003	62							Bacteria?					
1710	NODE_1711_length_8552_cov_5.913146	8552	8.68103	8.68103	9.95137	bin.003	63							Bacteria?					
1779	NODE_1780_length_8392_cov_5.267962	8392	8.00146	8.00146	8.99868	bin.003	62							Bacteria?					
2085	NODE_2086_length_7767_cov_5.937241	7767	8.66732	8.66732	10.6392	bin.003	62	bin.003	0.813	0.14	0.387	0.56	0.813	dsDNAphage	7590.0	0.0	8.7	0.0	|full
2193	NODE_2194_length_7524_cov_5.235105	7524	8.07526	8.07526	10.4128	bin.003	61	bin.003	0.847	0.44	0.58	0.36	0.847	dsDNAphage	7442.0	0.0	75.0	0.0	|full
4374	NODE_4375_length_5364_cov_4.324732	5364	6.56041	6.56041	4.98456	bin.003	59	bin.003	0.66	0.533	0.86	0.253	0.86	lavidaviridae	5322.0	0.0	22.2	0.0	|full
4871	NODE_4872_length_5078_cov_5.878160	5078	8.82812	8.82812	11.7291	bin.003	62	bin.003	1.0	0.08	0.04	0.08	1.0	dsDNAphage	5067.0	1.0	7.7	0.0	|full
391	NODE_392_length_17296_cov_5.565918	17296	8.24758	8.24758	10.469	bin.004	36	bin.004	0.967	0.587	0.867	0.467	0.967	dsDNAphage	17171.0	0.0	48.3	0.0	|full
2551	NODE_2552_length_6979_cov_2.859474	6979	4.44955	4.44955	4.28726	bin.004	38							Bacteria?					
2699	NODE_2700_length_6776_cov_2.774736	6776	4.14353	4.14353	3.57037	bin.004	38							Bacteria?					
2793	NODE_2794_length_6661_cov_2.719346	6661	4.08324	4.08324	3.57011	bin.004	37							Bacteria?					
2828	NODE_2829_length_6615_cov_2.677134	6615	4.11524	4.11524	2.73925	bin.004	37							Bacteria?					
3508	NODE_3509_length_5953_cov_2.885046	5953	4.51232	4.51232	4.19654	bin.004	38							Bacteria?					
4383	NODE_4384_length_5361_cov_2.536751	5361	3.83554	3.83554	3.31678	bin.004	42							Bacteria?					
4704	NODE_4705_length_5173_cov_2.613912	5173	4.01354	4.01354	3.10813	bin.004	35							Bacteria?					
4760	NODE_4761_length_5144_cov_2.722539	5144	4.18863	4.18863	3.28383	bin.004	38							Bacteria?					
4812	NODE_4813_length_5112_cov_3.304528	5112	5.09835	5.09835	5.16953	bin.004	39	bin.004	0.32	0.007	0.3	0.687	0.687	NCLDV	4978.0	0.0	20.0	0.0	|full
4897	NODE_4898_length_5065_cov_2.554691	5065	3.89257	3.89257	3.12126	bin.004	37							Bacteria?					
986	NODE_987_length_11093_cov_4.471915	11093	5.91447	5.91447	8.56523	bin.005	63							Bacteria?					
2549	NODE_2550_length_6979_cov_4.408579	6979	5.95578	5.95578	8.45789	bin.005	64							Bacteria?					
3792	NODE_3793_length_5744_cov_4.063983	5744	5.85824	5.85824	9.82948	bin.005	64							Bacteria?					
4967	NODE_4968_length_5033_cov_4.361792	5033	5.64264	5.64264	9.4343	bin.005	62							Bacteria?					
128	NODE_129_length_32045_cov_4.280431	32045	6.50089	6.50089	7.57306	bin.006	50							Bacteria?					
266	NODE_267_length_20608_cov_4.201868	20608	6.34441	6.34441	7.14794	bin.006	50							Bacteria?					
366	NODE_367_length_17870_cov_4.251417	17870	6.39549	6.39549	6.94857	bin.006	51							Bacteria?					
488	NODE_489_length_15868_cov_3.944413	15868	5.93829	5.93829	6.43898	bin.006	53							Bacteria?					
517	NODE_518_length_15424_cov_4.269438	15424	6.35714	6.35714	6.28653	bin.006	51							Bacteria?					
610	NODE_611_length_14273_cov_4.015614	14273	5.99448	5.99448	6.94247	bin.006	52							Bacteria?					
686	NODE_687_length_13324_cov_3.937825	13324	5.79854	5.79854	6.97038	bin.006	53							Bacteria?					
793	NODE_794_length_12414_cov_4.164576	12414	6.22513	6.22513	8.26742	bin.006	54	bin.006	0.28	0.0	0.28	0.513	0.513	NCLDV	12414.0	0.0	33.3	6.7	|full
795	NODE_796_length_12394_cov_4.187373	12394	6.31354	6.31354	7.31877	bin.006	52							Bacteria?					
899	NODE_900_length_11653_cov_4.436282	11653	6.51543	6.51543	7.01638	bin.006	51							Bacteria?					
919	NODE_920_length_11512_cov_3.955922	11512	5.9214	5.9214	6.11156	bin.006	53							Bacteria?					
1026	NODE_1027_length_10923_cov_4.230401	10923	6.27708	6.27708	8.53381	bin.006	54							Bacteria?					
1051	NODE_1052_length_10858_cov_3.727576	10858	5.61589	5.61589	5.35638	bin.006	54	bin.006	0.293	0.0	0.22	0.527	0.527	NCLDV	10856.0	0.0	37.5	12.5	|full
1071	NODE_1072_length_10767_cov_3.694455	10767	5.6499	5.6499	7.51665	bin.006	53							Bacteria?					
1072	NODE_1073_length_10760_cov_4.132835	10760	6.21979	6.21979	6.2605	bin.006	53							Bacteria?					
1154	NODE_1155_length_10335_cov_4.034533	10335	6.16289	6.16289	7.89094	bin.006	54							Bacteria?					
1155	NODE_1156_length_10331_cov_4.240950	10331	6.43699	6.43699	6.67405	bin.006	52							Bacteria?					
1200	NODE_1201_length_10166_cov_4.481456	10166	6.79143	6.79143	8.17631	bin.006	53							Bacteria?					
1249	NODE_1250_length_9980_cov_4.022065	9980	6.03672	6.03672	7.30633	bin.006	53							Bacteria?					
1286	NODE_1287_length_9816_cov_4.467268	9816	6.8982	6.8982	7.59296	bin.006	52	bin.006	0.247	0.02	0.64	0.72	0.72	NCLDV	9812.0	0.0	22.2	0.0	|full
1309	NODE_1310_length_9739_cov_4.348616	9739	6.49588	6.49588	8.48122	bin.006	52							Bacteria?					
1495	NODE_1496_length_9167_cov_3.962248	9167	5.97028	5.97028	7.02819	bin.006	53							Bacteria?					
1541	NODE_1542_length_9027_cov_4.294583	9027	6.42695	6.42695	9.47801	bin.006	52							Bacteria?					
1844	NODE_1845_length_8269_cov_4.602021	8269	6.93842	6.93842	10.2829	bin.006	52							Bacteria?					
2096	NODE_2097_length_7724_cov_3.527318	7724	5.29482	5.29482	5.79685	bin.006	54							Bacteria?					
2104	NODE_2105_length_7709_cov_4.359681	7709	6.62204	6.62204	7.26345	bin.006	51							Bacteria?					
2200	NODE_2201_length_7504_cov_3.741710	7504	5.64903	5.64903	7.29481	bin.006	54							Bacteria?					
2347	NODE_2348_length_7253_cov_3.549319	7253	5.18809	5.18809	8.2784	bin.006	53	bin.006	0.267	0.093	0.507	0.733	0.733	NCLDV	6614.0	0.0	37.5	0.0	|full
2387	NODE_2388_length_7192_cov_3.720891	7192	5.5071	5.5071	5.56338	bin.006	54							Bacteria?					
2524	NODE_2525_length_7011_cov_4.249856	7011	6.32313	6.32313	6.93773	bin.006	52							Bacteria?					
2678	NODE_2679_length_6807_cov_3.912915	6807	5.87847	5.87847	6.23897	bin.006	53	bin.006	0.133	0.0	0.233	0.92	0.92	NCLDV	6805.0	0.0	28.6	0.0	|full
2743	NODE_2744_length_6719_cov_3.512155	6719	5.16045	5.16045	3.59305	bin.006	54	bin.006	0.287	0.007	0.9	0.887	0.9	lavidaviridae	6716.0	0.0	14.3	0.0	|full
2958	NODE_2959_length_6475_cov_3.379751	6475	5.14514	5.14514	7.5273	bin.006	54							Bacteria?					
3156	NODE_3157_length_6268_cov_4.885563	6268	7.28261	7.28261	8.9865	bin.006	52							Bacteria?					
3266	NODE_3267_length_6153_cov_4.245162	6153	6.43362	6.43362	9.02869	bin.006	51							Bacteria?					
3601	NODE_3602_length_5873_cov_4.603472	5873	6.87646	6.87646	7.90204	bin.006	51							Bacteria?					
3819	NODE_3820_length_5718_cov_3.670316	5718	5.62195	5.62195	4.91704	bin.006	54							Bacteria?					
3840	NODE_3841_length_5706_cov_3.919483	5706	5.99928	5.99928	10.1843	bin.006	52							Bacteria?					
3902	NODE_3903_length_5660_cov_4.313292	5660	6.55299	6.55299	8.03604	bin.006	54	bin.006	0.247	0.0	0.853	0.807	0.853	lavidaviridae	5657.0	0.0	20.0	0.0	|full
3970	NODE_3971_length_5612_cov_4.185352	5612	6.35024	6.35024	7.38635	bin.006	53							Bacteria?					
4027	NODE_4028_length_5572_cov_4.319376	5572	6.70546	6.70546	9.5294	bin.006	55							Bacteria?					
4144	NODE_4145_length_5504_cov_4.115985	5504	6.27027	6.27027	6.72252	bin.006	52							Bacteria?					
4181	NODE_4182_length_5480_cov_3.645161	5480	5.44146	5.44146	5.09414	bin.006	51							Bacteria?					
4276	NODE_4277_length_5422_cov_4.474380	5422	6.92451	6.92451	9.50573	bin.006	51	bin.006	0.253	0.04	0.293	0.527	0.527	NCLDV	5341.0	0.0	28.6	14.3	|full
4381	NODE_4382_length_5361_cov_3.851112	5361	5.96699	5.96699	5.4972	bin.006	55							Bacteria?					
4440	NODE_4441_length_5324_cov_3.812488	5324	5.90452	5.90452	5.97922	bin.006	53							Bacteria?					
4469	NODE_4470_length_5306_cov_3.611312	5306	5.51164	5.51164	6.97266	bin.006	54							Bacteria?					
4471	NODE_4472_length_5305_cov_3.992762	5305	6.0937	6.0937	5.92549	bin.006	54							Bacteria?					
4606	NODE_4607_length_5227_cov_3.595321	5227	5.38369	5.38369	5.69748	bin.006	56							Bacteria?					
4626	NODE_4627_length_5216_cov_4.643286	5216	6.95184	6.95184	7.57599	bin.006	51	bin.006	0.547	0.253	0.667	0.853	0.853	NCLDV	5214.0	0.0	40.0	0.0	|full
4676	NODE_4677_length_5188_cov_4.292811	5188	6.55439	6.55439	4.74378	bin.006	53							Bacteria?					
4840	NODE_4841_length_5097_cov_3.565252	5097	5.49586	5.49586	4.42837	bin.006	55							Bacteria?					
4900	NODE_4901_length_5063_cov_3.810503	5063	5.67352	5.67352	4.71234	bin.006	54							Bacteria?					
4951	NODE_4952_length_5041_cov_4.147413	5041	6.12758	6.12758	6.96697	bin.006	53							Bacteria?					
4962	NODE_4963_length_5035_cov_3.426707	5035	5.28884	5.28884	6.99662	bin.006	52							Bacteria?					
4999	NODE_5000_length_5018_cov_2.804151	5018	4.22206	4.22206	3.96934	bin.006	50	bin.006	0.787	0.34	0.86	0.813	0.86	lavidaviridae	5018.0	0.0	71.4	0.0	|full
5012	NODE_5013_length_5010_cov_4.023411	5010	6.02119	6.02119	10.0439	bin.006	50							Bacteria?					
9	NODE_10_length_145493_cov_9.696861	145493	14.5232	14.5232	18.9388	bin.007	53							Bacteria?					
10	NODE_11_length_143351_cov_10.110471	143351	15.0903	15.0903	21.2152	bin.007	52							Bacteria?					
19	NODE_20_length_126572_cov_9.670700	126572	14.4686	14.4686	17.4745	bin.007	53							Bacteria?					
51	NODE_52_length_53540_cov_9.779190	53540	14.5556	14.5556	20.1654	bin.007	54							Bacteria?					
53	NODE_54_length_53396_cov_10.449710	53396	15.6225	15.6225	17.4579	bin.007	50							Bacteria?					
59	NODE_60_length_48969_cov_9.615795	48969	14.3801	14.3801	17.2078	bin.007	54							Bacteria?					
76	NODE_77_length_43026_cov_9.577459	43026	14.34	14.34	15.3726	bin.007	53							Bacteria?					
85	NODE_86_length_39981_cov_10.026624	39981	15.0032	15.0032	18.1033	bin.007	54							Bacteria?					
221	NODE_222_length_22596_cov_9.978173	22596	14.8582	14.8582	20.6278	bin.007	53	bin.007	0.127	0.0	0.113	0.813	0.813	NCLDV	21997.0	0.0	23.5	11.8	|full
428	NODE_429_length_16524_cov_9.986034	16524	15.0672	15.0672	19.5869	bin.007	55							Bacteria?					
943	NODE_944_length_11337_cov_10.506116	11337	15.653	15.653	26.254	bin.007	50							Bacteria?					
2010	NODE_2011_length_7906_cov_9.727423	7906	14.4638	14.4638	13.331	bin.007	52							Bacteria?					
3028	NODE_3029_length_6405_cov_9.174331	6405	13.4606	13.4606	18.9232	bin.007	55							Bacteria?					
3530	NODE_3531_length_5938_cov_9.733299	5938	14.4846	14.4846	15.7595	bin.007	52							Bacteria?					
3961	NODE_3962_length_5614_cov_9.639504	5614	14.2394	14.2394	11.8193	bin.007	53							Bacteria?					
532	NODE_533_length_15209_cov_3.040517	15209	4.85358	4.85358	5.00982	bin.008	62							Bacteria?					
719	NODE_720_length_13005_cov_3.257683	13005	5.20358	5.20358	6.44626	bin.008	60							Bacteria?					
1036	NODE_1037_length_10899_cov_3.295002	10899	5.10838	5.10838	5.608	bin.008	59							Bacteria?					
1194	NODE_1195_length_10186_cov_3.267989	10186	5.06168	5.06168	6.09662	bin.008	63							Bacteria?					
1244	NODE_1245_length_10005_cov_3.128241	10005	5.02719	5.02719	4.71947	bin.008	61							Bacteria?					
1391	NODE_1392_length_9480_cov_3.152361	9480	5.009	5.009	5.10736	bin.008	62							Bacteria?					
1697	NODE_1698_length_8578_cov_3.267042	8578	5.26317	5.26317	5.23398	bin.008	62							Bacteria?					
1751	NODE_1752_length_8467_cov_3.052068	8467	4.90886	4.90886	3.79386	bin.008	61							Bacteria?					
1801	NODE_1802_length_8347_cov_3.517246	8347	5.6539	5.6539	6.71953	bin.008	60							Bacteria?					
1819	NODE_1820_length_8313_cov_3.610681	8313	5.63959	5.63959	4.40334	bin.008	61							Bacteria?					
1899	NODE_1900_length_8108_cov_3.309822	8108	5.24202	5.24202	4.82929	bin.008	62							Bacteria?					
1917	NODE_1918_length_8084_cov_3.036493	8084	4.64381	4.64381	4.18588	bin.008	61							Bacteria?					
2084	NODE_2085_length_7771_cov_3.371306	7771	5.17399	5.17399	5.53418	bin.008	59							Bacteria?					
2107	NODE_2108_length_7705_cov_2.725621	7705	4.4368	4.4368	3.50783	bin.008	61							Bacteria?					
2155	NODE_2156_length_7593_cov_3.509552	7593	4.98509	4.98509	4.43228	bin.008	62							Bacteria?					
2273	NODE_2274_length_7362_cov_3.206514	7362	4.92166	4.92166	4.43861	bin.008	61							Bacteria?					
2337	NODE_2338_length_7268_cov_3.287814	7268	5.17983	5.17983	5.48846	bin.008	61							Bacteria?					
2368	NODE_2369_length_7223_cov_3.215541	7223	5.13035	5.13035	4.80932	bin.008	62							Bacteria?					
2390	NODE_2391_length_7185_cov_2.861010	7185	4.43184	4.43184	6.14387	bin.008	61							Bacteria?					
2421	NODE_2422_length_7149_cov_3.577671	7149	5.56522	5.56522	5.91407	bin.008	62							Bacteria?					
2448	NODE_2449_length_7117_cov_3.451289	7117	5.23913	5.23913	6.11162	bin.008	61							Bacteria?					
2576	NODE_2577_length_6949_cov_3.805773	6949	5.72246	5.72246	5.05804	bin.008	61	bin.008	1.0	0.373	0.06	0.473	1.0	dsDNAphage	6947.0	0.0	23.5	0.0	|full
2602	NODE_2603_length_6919_cov_3.432255	6919	5.43389	5.43389	6.69734	bin.008	60							Bacteria?					
2674	NODE_2675_length_6817_cov_2.674652	6817	4.28874	4.28874	3.77633	bin.008	61							Bacteria?					
2685	NODE_2686_length_6798_cov_3.208216	6798	5.18397	5.18397	7.20291	bin.008	59							Bacteria?					
2799	NODE_2800_length_6653_cov_3.331767	6653	5.2322	5.2322	4.64714	bin.008	61							Bacteria?					
2839	NODE_2840_length_6601_cov_3.247785	6601	4.64688	4.64688	5.83528	bin.008	64							Bacteria?					
2869	NODE_2870_length_6562_cov_3.338405	6562	5.4345	5.4345	5.94321	bin.008	62							Bacteria?					
2932	NODE_2933_length_6504_cov_2.933478	6504	4.98379	4.98379	5.30203	bin.008	61							Bacteria?					
2946	NODE_2947_length_6485_cov_3.039658	6485	4.79053	4.79053	3.55896	bin.008	62							Bacteria?					
2969	NODE_2970_length_6462_cov_3.016388	6462	4.82652	4.82652	5.84862	bin.008	60							Bacteria?					
2973	NODE_2974_length_6460_cov_2.854020	6460	4.67132	4.67132	4.99735	bin.008	62							Bacteria?					
2995	NODE_2996_length_6438_cov_3.899264	6438	6.25445	6.25445	6.27687	bin.008	59							Bacteria?					
3044	NODE_3045_length_6384_cov_3.251225	6384	5.32676	5.32676	5.91617	bin.008	65							Bacteria?					
3084	NODE_3085_length_6340_cov_3.203023	6340	4.73296	4.73296	5.64073	bin.008	63	bin.008	0.087	0.007	0.087	0.687	0.687	NCLDV	5311.0	0.0	20.0	0.0	|full
3136	NODE_3137_length_6289_cov_2.769650	6289	4.36293	4.36293	3.40456	bin.008	62							Bacteria?					
3142	NODE_3143_length_6280_cov_3.488675	6280	5.52219	5.52219	7.22039	bin.008	60							Bacteria?					
3157	NODE_3158_length_6268_cov_3.745051	6268	5.94279	5.94279	5.71335	bin.008	61							Bacteria?					
3161	NODE_3162_length_6260_cov_3.456728	6260	4.73797	4.73797	4.163	bin.008	59							Bacteria?					
3168	NODE_3169_length_6257_cov_2.776362	6257	4.3329	4.3329	3.64404	bin.008	62							Bacteria?					
3169	NODE_3170_length_6256_cov_2.924851	6256	4.64314	4.64314	3.80955	bin.008	63							Bacteria?					
3170	NODE_3171_length_6253_cov_2.948048	6253	4.67393	4.67393	3.59841	bin.008	62							Bacteria?					
3171	NODE_3172_length_6251_cov_2.588606	6251	4.2157	4.2157	4.38673	bin.008	61							Bacteria?					
3178	NODE_3179_length_6243_cov_2.985941	6243	4.65288	4.65288	3.35961	bin.008	63							Bacteria?					
3211	NODE_3212_length_6204_cov_3.380387	6204	5.33796	5.33796	4.93616	bin.008	61							Bacteria?					
3235	NODE_3236_length_6184_cov_3.421602	6184	5.42774	5.42774	6.27268	bin.008	63							Bacteria?					
3238	NODE_3239_length_6181_cov_3.392752	6181	5.37075	5.37075	4.87635	bin.008	61							Bacteria?					
3265	NODE_3266_length_6155_cov_3.272787	6155	4.89342	4.89342	4.60738	bin.008	61							Bacteria?					
3293	NODE_3294_length_6132_cov_2.811091	6132	4.62805	4.62805	4.90372	bin.008	61							Bacteria?					
3305	NODE_3306_length_6121_cov_3.358391	6121	5.38972	5.38972	5.61554	bin.008	60							Bacteria?					
3324	NODE_3325_length_6109_cov_2.987611	6109	4.80483	4.80483	3.54925	bin.008	61							Bacteria?					
3342	NODE_3343_length_6094_cov_2.588674	6094	4.01581	4.01581	3.20626	bin.008	63							Bacteria?					
3347	NODE_3348_length_6091_cov_3.396455	6091	5.31325	5.31325	5.23229	bin.008	62							Bacteria?					
3397	NODE_3398_length_6051_cov_3.129086	6051	4.98204	4.98204	5.6252	bin.008	62							Bacteria?					
3455	NODE_3456_length_5997_cov_2.785931	5997	4.58645	4.58645	4.37159	bin.008	62							Bacteria?					
